1957	Hamlet	John Neville	Michael Benthall	unknown production company	Old Vic, London
2002	Romeo	Oscar Pearce	John Sheehan	Birmingham Stage Co.	The Old Rep Theatre, Birmingham
2002	Juliet	Tara Sharma	John Sheehan	Birmingham Stage Co.	The Old Rep Theatre, Birmingham
22nd October 1963	Ophelia	Rosemary Harris	Laurence Olivier	National Theatre	Old Vic, London
22nd October 1963	Hamlet	Peter O Toole	Laurence Olivier	National Theatre	Old Vic, London
25th October 2008	Juliet’s Nurse	Julie Legrand	Neil Bartlett	Royal Shakespeare Company	Theatre Royal, Brighton
25th October 2008	Romeo	David Dawson	Neil Bartlett	Royal Shakespeare Company	Theatre Royal, Brighton
25th October 2008	Juliet	Anneika Rose	Neil Bartlett	Royal Shakespeare Company	Theatre Royal, Brighton
1974	Romeo	Peter Firth	Bill Bryden	unknown production company	Old Vic, London
1974	Juliet	Veronica Quilligan	Bill Bryden	unknown production company	Old Vic, London
25th October 2008	Juliet’s Nurse	Julie Legrand	Neil Bartlett	Royal Shakespeare Company	Theatre Royal, Brighton
25th October 2008	Romeo	David Dawson	Neil Bartlett	Royal Shakespeare Company	Theatre Royal, Brighton
25th October 2008	Juliet	Anneika Rose	Neil Bartlett	Royal Shakespeare Company	Theatre Royal, Brighton
1931	Hamlet	Robert Harris	Harcourt Williams	unknown production company	Old Vic, London
23rd April 1980	Romeo	Anton Lesser	Ron Daniels	Royal Shakespeare Company	The Royal Shakespeare Theatre, Stratford-upon-Avon
23rd April 1980	Juliet	Judy Buxton	Ron Daniels	Royal Shakespeare Company	The Royal Shakespeare Theatre, Stratford-upon-Avon
2002	Romeo	Daniel Hawksford	Terry Hands	Clwyd Theatr Cymru	Clwyd Theatr Cymru, Mold
2002	Juliet	Christina Cole	Terry Hands	Clwyd Theatr Cymru	Clwyd Theatr Cymru, Mold
15th August 1961	Romeo	Brian Murray	Peter Hall	Royal Shakespeare Company	The Royal Shakespeare Theatre, Stratford-upon-Avon
15th August 1961	Juliet	Dorothy Tutin	Peter Hall	Royal Shakespeare Company	The Royal Shakespeare Theatre, Stratford-upon-Avon
24th July 1922	Ophelia	Ethel Carrington	W Bridges-Adams	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon
24th July 1922	Hamlet	William Stack	W Bridges-Adams	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon
5th April 1995	Romeo	Zubin Varla	Adrian Noble	Royal Shakespeare Company	The Royal Shakespeare Theatre, Stratford-upon-Avon
5th April 1995	Juliet	Lucy Whybrow	Adrian Noble	Royal Shakespeare Company	The Royal Shakespeare Theatre, Stratford-upon-Avon
12th April 2008	Romeo	Benedict Fogarty	Barrie Rutter	Northern Broadsides	Liverpool Playhouse
12th April 2008	Juliet	Sarah Ridgeway	Barrie Rutter	Northern Broadsides	Liverpool Playhouse
14th July 1930	Ophelia	Joyce Bland	W Bridges-Adams	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon
14th July 1930	Hamlet	George Hayes	W Bridges-Adams	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon
16th August 1979	Romeo	Michael Thomas	Christopher Selbie	unknown production company	Old Vic, London
16th August 1979	Juliet	Janet Maw	Christopher Selbie	unknown production company	Old Vic, London
17th January 2001	Romeo	David Tennant	Michael Boyd	Royal Shakespeare Company	Barbican Theatre, London
17th January 2001	Juliet	Alexandra Gilbreath	Michael Boyd	Royal Shakespeare Company	Barbican Theatre, London
25th April 1906	Ophelia	Constance Benson	F R Benson	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon
25th April 1906	Hamlet	F R Benson	F R Benson	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon
12th May 1930	Ophelia	Joyce Bland	W Bridges-Adams	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon
12th May 1930	Hamlet	George Hayes	W Bridges-Adams	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon
10th April 1956	Ophelia	Dilys Hamlett	Michael Langham	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon
10th April 1956	Hamlet	Alan Badel	Michael Langham	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon
30th November 1996	Ophelia	Emma Cunniffe	John Retallack	Oxford Stage Company	UK Tour
30th November 1996	Hamlet	Ian Pepperell	John Retallack	Oxford Stage Company	UK Tour
18th July 1924	Ophelia	Ethel Carrington	W Bridges-Adams	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon
18th July 1924	Hamlet	Arthur Phillips	W Bridges-Adams	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon
6th May 2000	Iago	Richard McCabe	Michael Attenborough	Royal Shakespeare Company	Theatre Royal, Plymouth
6th May 2000	Emilia	Rachel Joyce	Michael Attenborough	Royal Shakespeare Company	Theatre Royal, Plymouth
6th May 2000	Desdemona	Zoe Waites	Michael Attenborough	Royal Shakespeare Company	Theatre Royal, Plymouth
6th May 2000	Othello	Ray Fearon	Michael Attenborough	Royal Shakespeare Company	Theatre Royal, Plymouth
1930	Ghost of Hamlet’s father	Harcourt Williams	Harcourt Williams	Old Vic Co.	Old Vic, London
1930	Ophelia	Adele Dixon	Harcourt Williams	Old Vic Co.	Old Vic, London
1930	Hamlet	John Gielgud	Harcourt Williams	Old Vic Co.	Old Vic, London
4th September 2000	Romeo	Chiwetel Ejiofor	Tim Supple	National Theatre	Olivier Theatre, National Theatre
4th September 2000	Juliet	Charlotte Randle	Tim Supple	National Theatre	Olivier Theatre, National Theatre
21st July 1920	Ophelia	Phyllis Relph	W Bridges-Adams	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon
21st July 1920	Hamlet	Murray Carrington	W Bridges-Adams	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon
23rd November 1996	Ophelia	Flora Montgomery	Julian Glover	unknown production company	Norwich Playhouse
23rd November 1996	Hamlet	Jamie Glover	Julian Glover	unknown production company	Norwich Playhouse
6th January 2000	Iago	Richard McCabe	Michael Attenborough	Royal Shakespeare Company	Barbican Theatre, London
6th January 2000	Emilia	Rachel Joyce	Michael Attenborough	Royal Shakespeare Company	Barbican Theatre, London
6th January 2000	Desdemona	Zoe Waites	Michael Attenborough	Royal Shakespeare Company	Barbican Theatre, London
6th January 2000	Othello	Ray Fearon	Michael Attenborough	Royal Shakespeare Company	Barbican Theatre, London
5th July 2000	Romeo	David Tennant	Michael Boyd	Royal Shakespeare Company	The Royal Shakespeare Theatre, Stratford-upon-Avon
5th July 2000	Juliet	Alexandra Gilbreath	Michael Boyd	Royal Shakespeare Company	The Royal Shakespeare Theatre, Stratford-upon-Avon
24th August 1989	Iago	Ian McKellen	Trevor Nunn	Royal Shakespeare Company	The Other Place, Stratford-upon-Avon
24th August 1989	Othello Soldier 1	David Hounslow	Trevor Nunn	Royal Shakespeare Company	The Other Place, Stratford-upon-Avon
24th August 1989	Othello Soldier 2	Brian Lawson	Trevor Nunn	Royal Shakespeare Company	The Other Place, Stratford-upon-Avon
24th August 1989	Othello	Willard White	Trevor Nunn	Royal Shakespeare Company	The Other Place, Stratford-upon-Avon
24th August 1989	Emilia	Zoe Wanamaker	Trevor Nunn	Royal Shakespeare Company	The Other Place, Stratford-upon-Avon
24th August 1989	Desdemona	Imogen Stubbs	Trevor Nunn	Royal Shakespeare Company	The Other Place, Stratford-upon-Avon
26th April 1920	Ophelia	Phyllis Relph	W Bridges-Adams	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon
26th April 1920	Hamlet	Murray Carrington	W Bridges-Adams	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon
5th July 1977	Romeo	Ian McKellen	Trevor Nunn	Royal Shakespeare Company	Aldwych Theatre, London
5th July 1977	Juliet	Francesca Annis	Trevor Nunn	Royal Shakespeare Company	Aldwych Theatre, London
20th November 1999	Iago	Richard McCabe	Michael Attenborough	Royal Shakespeare Company	Theatre Royal, Newcastle upon Tyne
20th November 1999	Emilia	Rachel Joyce	Michael Attenborough	Royal Shakespeare Company	Theatre Royal, Newcastle upon Tyne
20th November 1999	Desdemona	Zoe Waites	Michael Attenborough	Royal Shakespeare Company	Theatre Royal, Newcastle upon Tyne
20th November 1999	Othello	Ray Fearon	Michael Attenborough	Royal Shakespeare Company	Theatre Royal, Newcastle upon Tyne
28th April 1966	Ophelia	Estelle Kohler	Peter Hall	Royal Shakespeare Company	The Royal Shakespeare Theatre, Stratford-upon-Avon
28th April 1966	Hamlet	David Warner	Peter Hall	Royal Shakespeare Company	The Royal Shakespeare Theatre, Stratford-upon-Avon
5th July 1998	Romeo	Ray Fearon	Michael Attenborough	Royal Shakespeare Company	Tour
5th July 1998	Juliet	Zoe Waites	Michael Attenborough	Royal Shakespeare Company	Tour
21st April 1989	Iago	Paul Barber	Hugh Quarshie	Greenwich Theatre	Greenwich Theatre, London
21st April 1989	Emilia	Dona Croll	Hugh Quarshie	Greenwich Theatre	Greenwich Theatre, London
21st April 1989	Desdemona	Emily Morgan	Hugh Quarshie	Greenwich Theatre	Greenwich Theatre, London
21st April 1989	Othello	Clarke Peters	Hugh Quarshie	Greenwich Theatre	Greenwich Theatre, London
21st April 1999	Iago	Richard McCabe	Michael Attenborough	Royal Shakespeare Company	The Royal Shakespeare Theatre, Stratford-upon-Avon
21st April 1999	Emilia	Rachel Joyce	Michael Attenborough	Royal Shakespeare Company	The Royal Shakespeare Theatre, Stratford-upon-Avon
21st April 1999	Desdemona	Zoe Waites	Michael Attenborough	Royal Shakespeare Company	The Royal Shakespeare Theatre, Stratford-upon-Avon
21st April 1999	Othello	Ray Fearon	Michael Attenborough	Royal Shakespeare Company	The Royal Shakespeare Theatre, Stratford-upon-Avon
7th January 1986	Iago	David Suchet	Terry Hands	Royal Shakespeare Company	Barbican Theatre, London
7th January 1986	Emilia	Janet Dale	Terry Hands	Royal Shakespeare Company	Barbican Theatre, London
7th January 1986	Desdemona	Niamh Cusack	Terry Hands	Royal Shakespeare Company	Barbican Theatre, London
7th January 1986	Othello	Ben Kingsley	Terry Hands	Royal Shakespeare Company	Barbican Theatre, London
1955	Macbeth	Laurence Olivier	Glen Byam Shaw	unknown production company	Shakespeare Memorial Theatre, Stratford-upon-Avon
1955	Lady Macbeth	Vivien Leigh	Glen Byam Shaw	unknown production company	Shakespeare Memorial Theatre, Stratford-upon-Avon
21st April 1890	Iago	Edwin Lever	Osmond Tearle	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon
21st April 1890	Emilia	Marianne Conway	Osmond Tearle	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon
21st April 1890	Desdemona	Grace Edwin	Osmond Tearle	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon
21st April 1890	Othello	Osmond Tearle	Osmond Tearle	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon
1st August 1997	Iago	Simon Russell Beale	Sam Mendes	National Theatre	Cottesloe Theatre, National Theatre
1st August 1997	Emilia	Maureen Beattie	Sam Mendes	National Theatre	Cottesloe Theatre, National Theatre
1st August 1997	Desdemona	Claire Skinner	Sam Mendes	National Theatre	Cottesloe Theatre, National Theatre
1st August 1997	Othello	David Harewood	Sam Mendes	National Theatre	Cottesloe Theatre, National Theatre
1995	Ophelia	Louise Ironside	Kenny Ireland	unknown production company	Lyceum Theatre, Edinburgh
1995	Hamlet	Tom McGovern	Kenny Ireland	unknown production company	Lyceum Theatre, Edinburgh
1st August 1997	Iago	Simon Russell Beale	Sam Mendes	National Theatre	Cottesloe Theatre, National Theatre
1st August 1997	Emilia	Maureen Beattie	Sam Mendes	National Theatre	Cottesloe Theatre, National Theatre
1st August 1997	Desdemona	Claire Skinner	Sam Mendes	National Theatre	Cottesloe Theatre, National Theatre
1st August 1997	Othello	David Harewood	Sam Mendes	National Theatre	Cottesloe Theatre, National Theatre
26th March 1977	Romeo	Ian McKellen	Trevor Nunn	Royal Shakespeare Company	Theatre Royal, Newcastle upon Tyne
26th March 1977	Juliet	Francesca Annis	Trevor Nunn	Royal Shakespeare Company	Theatre Royal, Newcastle upon Tyne
25th March 1978	Iago	Roy Dotrice	Peter Dews	Chichester Festival Theatre Production	Comedy Theatre, Melbourne, Australia
25th March 1978	Emilia	June Jago	Peter Dews	Chichester Festival Theatre Production	Comedy Theatre, Melbourne, Australia
25th March 1978	Othello	Keith Michell	Peter Dews	Chichester Festival Theatre Production	Comedy Theatre, Melbourne, Australia
31st July 1916	Iago	Robert Atkins	Ben Greet	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon
31st July 1916	Emilia	Sybil Thorndike	Ben Greet	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon
31st July 1916	Desdemona	Mary Sumner	Ben Greet	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon
31st July 1916	Othello	Jerrold Robertshaw	Ben Greet	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon
1995	Iago	Oliver Hickey	Andrew Manley	unknown production company	Harrogate Theatre
1995	Othello	Damian Myerscough	Andrew Manley	unknown production company	Harrogate Theatre
17th April 1902	Romeo	F R Benson	F R Benson	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon
17th April 1902	Juliet	Constance Benson	F R Benson	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon
24th September 1985	Iago	David Suchet	Terry Hands	Royal Shakespeare Company	The Royal Shakespeare Theatre, Stratford-upon-Avon
24th September 1985	Emilia	Janet Dale	Terry Hands	Royal Shakespeare Company	The Royal Shakespeare Theatre, Stratford-upon-Avon
24th September 1985	Desdemona	Niamh Cusack	Terry Hands	Royal Shakespeare Company	The Royal Shakespeare Theatre, Stratford-upon-Avon
24th September 1985	Othello	Ben Kingsley	Terry Hands	Royal Shakespeare Company	The Royal Shakespeare Theatre, Stratford-upon-Avon
25th February 1978	Iago	Roy Dotrice	Peter Dews	Chichester Festival Theatre Production	Opera Theatre, Adelaide, Southern Australia
25th February 1978	Emilia	June Jago	Peter Dews	Chichester Festival Theatre Production	Opera Theatre, Adelaide, Southern Australia
25th February 1978	Othello	Keith Michell	Peter Dews	Chichester Festival Theatre Production	Opera Theatre, Adelaide, Southern Australia
10th June 1952	Macbeth	Ralph Richardson	John Gielgud	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon
10th June 1952	Lady Macbeth	Margaret Leighton	John Gielgud	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon
24th April 1897	Romeo	F R Benson	F R Benson	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon
24th April 1897	Juliet	Constance Benson	F R Benson	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon
1976	Romeo	Peter McEnery	George Murcell	St George’s	St George’s Theatre, Tufnell Park
1976	Juliet	Sarah Badel	George Murcell	St George’s	St George’s Theatre, Tufnell Park
2011	Macbeth	Danny Edge	director unknown	Jadis Shadows Productions	Attic Theatre, Cox’s Yard, Stratford-upon-Avon *Preview Presentation*
2011	Lady Macbeth	James Tudor	director unknown	Jadis Shadows Productions	Attic Theatre, Cox’s Yard, Stratford-upon-Avon *Preview Presentation*
1984	Iago	David Calder	David Thacker	unknown production company	Young Vic, London
1984	Emilia	Alison Peebles	David Thacker	unknown production company	Young Vic, London
1984	Desdemona	Kate Fahy	David Thacker	unknown production company	Young Vic, London
1984	Othello	Rudolph Walker	David Thacker	unknown production company	Young Vic, London
1995	Iago	Neil Caple	Edward Hall	unknown production company	Watermill Theatre, Bagnor
1995	Emilia	Flaminia Cinque	Edward Hall	unknown production company	Watermill Theatre, Bagnor
1995	Desdemona	Jackie Morrison	Edward Hall	unknown production company	Watermill Theatre, Bagnor
1995	Othello	Leo Wringer	Edward Hall	unknown production company	Watermill Theatre, Bagnor
30th July 1948	Iago	Anthony Quayle	Godfrey Tearle	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon
30th July 1948	Emilia	Ena Burrill	Godfrey Tearle	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon
30th July 1948	Desdemona	Diana Wynyard	Godfrey Tearle	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon
30th July 1948	Othello	Godfrey Tearle	Godfrey Tearle	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon
26th February 2018	Macbeth	Rory Kinnear	Rufus Norris	unknown production company	Olivier Theatre, National Theatre
26th February 2018	Lady Macbeth	Anne-Marie Duff	Rufus Norris	unknown production company	Olivier Theatre, National Theatre
2011	Macbeth	Danny Edge	director unknown	Jadis Shadows Productions	Attic Theatre, Cox’s Yard, Stratford-upon-Avon *Preview Presentation*
2011	Lady Macbeth	James Tudor	director unknown	Jadis Shadows Productions	Attic Theatre, Cox’s Yard, Stratford-upon-Avon *Preview Presentation*
22nd December 1965	Ophelia	Janet Suzman	Peter Hall	Royal Shakespeare Company	Aldwych Theatre, London
22nd December 1965	Hamlet	David Warner	Peter Hall	Royal Shakespeare Company	Aldwych Theatre, London
25th April 1893	Romeo	G Hippisley	F R Benson	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon
25th April 1893	Juliet	Constance Benson	F R Benson	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon
1995	Iago	Rupert Wickham	Christopher Geelan	unknown production company	The Bridewell, London
1995	Emilia	Laura Brattan	Christopher Geelan	unknown production company	The Bridewell, London
1995	Desdemona	Debra Beaumont	Christopher Geelan	unknown production company	The Bridewell, London
1995	Othello	Guy Burgess	Christopher Geelan	unknown production company	The Bridewell, London
2011	Macbeth	Danny Edge	director unknown	Jadis Shadows Productions	Attic Theatre, Cox’s Yard, Stratford-upon-Avon *Preview Presentation*
2011	Lady Macbeth	James Tudor	director unknown	Jadis Shadows Productions	Attic Theatre, Cox’s Yard, Stratford-upon-Avon *Preview Presentation*
14th August 1980	Iago	Bob Peck	Ronald Eyre	Royal Shakespeare Company	Aldwych Theatre, London
14th August 1980	Emilia	Susan Tracy	Ronald Eyre	Royal Shakespeare Company	Aldwych Theatre, London
14th August 1980	Desdemona	Suzanne Bertish	Ronald Eyre	Royal Shakespeare Company	Aldwych Theatre, London
14th August 1980	Othello	Donald Sinden	Ronald Eyre	Royal Shakespeare Company	Aldwych Theatre, London
14th August 1980	Othello’s soldier	Mark Tandy	Ronald Eyre	Royal Shakespeare Company	Aldwych Theatre, London
29th March 1976	Romeo	Ian McKellen	Trevor Nunn	Royal Shakespeare Company	The Royal Shakespeare Theatre, Stratford-upon-Avon
29th March 1976	Juliet	Francesca Annis	Trevor Nunn	Royal Shakespeare Company	The Royal Shakespeare Theatre, Stratford-upon-Avon
18th November 2017	Lady Macbeth/Witch 3	Sadie Pepperell	Paul Tomlinson	Devil You Know	Bussey Building Peckham Rye
18th November 2017	Macbeth	Henry Proffit	Paul Tomlinson	Devil You Know	Bussey Building Peckham Rye
19th August 1965	Ophelia	Glenda Jackson	Peter Hall	Royal Shakespeare Company	The Royal Shakespeare Theatre, Stratford-upon-Avon
19th August 1965	Hamlet	David Warner	Peter Hall	Royal Shakespeare Company	The Royal Shakespeare Theatre, Stratford-upon-Avon
1956	Iago	Alan Dobie	John Moody	unknown production company	Bristol Old Vic
1956	Emilia	Rachel Roberts	John Moody	unknown production company	Bristol Old Vic
1956	Desdemona	Wendy Williams	John Moody	unknown production company	Bristol Old Vic
1956	Othello	Joseph O Conor	John Moody	unknown production company	Bristol Old Vic
1955	Ophelia	Mary Ure	Peter Brook	unknown production company	Russian Tour
1955	Hamlet	Paul Scofield	Peter Brook	unknown production company	Russian Tour
3rd April 1945	Iago	Antony Eustrel	Robert Atkins	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon
3rd April 1945	Emilia	Viola Lyel	Robert Atkins	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon
3rd April 1945	Desdemona	Moira Lister	Robert Atkins	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon
3rd April 1945	Othello	George Skillan	Robert Atkins	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon
23rd April 1888	Romeo	F R Benson	F R Benson	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon
23rd April 1888	Juliet	Constance Benson	F R Benson	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon
7th November 1949	Macbeth	Anthony Quayle	Anthony Quayle	Royal Shakespeare Company	Tour
7th November 1949	Lady Macbeth	Diana Wynyard	Anthony Quayle	Royal Shakespeare Company	Tour
26th September 1970	Iago	Lee Richardson	Michael Kahn	unknown production company	ANTA Theatre, New York
26th September 1970	Emilia	Jan Miner	Michael Kahn	unknown production company	ANTA Theatre, New York
26th September 1970	Desdemona	Roberta Maxwell	Michael Kahn	unknown production company	ANTA Theatre, New York
26th September 1970	Othello	Moses Gunn	Michael Kahn	unknown production company	ANTA Theatre, New York
1955	Ophelia	Mary Ure	Peter Brook	unknown production company	Phoenix Theatre, London
1955	Hamlet	Paul Scofield	Peter Brook	unknown production company	Phoenix Theatre, London
29th May 1956	Iago	Emlyn Williams	Glen Byam Shaw	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon
29th May 1956	Emilia	Diana Churchill	Glen Byam Shaw	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon
29th May 1956	Desdemona	Margaret Johnston	Glen Byam Shaw	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon
29th May 1956	Othello	Harry Andrews	Glen Byam Shaw	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon
21st April 1885	Romeo	Felix Pitt	Charles Bernard	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon
21st April 1885	Juliet	Miss Alleyn	Charles Bernard	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon
2008	Macbeth	Liam Brennan	director unknown	Royal Lyceum Edinburgh/Nottingham Playhouse	Royal LyceumTheatre,Edinburgh/Nottingham Playhouse
2008	Lady Macbeth	Allison McKenzie	director unknown	Royal Lyceum Edinburgh/Nottingham Playhouse	Royal LyceumTheatre,Edinburgh/Nottingham Playhouse
27th June 2010	Macbeth	Elliot Cowan	Lucy Bailey	unknown production company	Globe Theatre, London
27th June 2010	Lady Macbeth	Laura Rogers	Lucy Bailey	unknown production company	Globe Theatre, London
20th April 1943	Iago	Abraham Sofaer	Milton Rosmer	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon
20th April 1943	Emilia	Patricia Jessel	Milton Rosmer	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon
20th April 1943	Desdemona	Anna Konstam	Milton Rosmer	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon
20th April 1943	Othello	Baliol Holloway	Milton Rosmer	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon
1953	Ophelia	Claire Bloom	Michael Benthall	unknown production company	Old Vic, London
1953	Hamlet	Richard Burton	Michael Benthall	unknown production company	Old Vic, London
22nd February 2014	Iago	Chris Porter	Caroline Devlin	Guildford Shakespeare Co.	Holy Trinity Church, Guildford
22nd February 2014	Emilia	Rosalind Blessed	Caroline Devlin	Guildford Shakespeare Co.	Holy Trinity Church, Guildford
22nd February 2014	Desdemona	Nicole Hartley	Caroline Devlin	Guildford Shakespeare Co.	Holy Trinity Church, Guildford
22nd February 2014	Othello	David Carr	Caroline Devlin	Guildford Shakespeare Co.	Holy Trinity Church, Guildford
21st April 1884	Romeo	Felix Pitt	Charles Bernard	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon
21st April 1884	Juliet	Miss Alleyn	Charles Bernard	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon
1964	Iago	Frank Finlay	John Dexter	National Theatre	Alexandra Theatre, Birmingham
1964	Emilia	Joyce Redman	John Dexter	National Theatre	Alexandra Theatre, Birmingham
1964	Desdemona	Maggie Smith	John Dexter	National Theatre	Alexandra Theatre, Birmingham
1964	Lodovico; U.S Othello; T/O Brabantio	Kenneth Mackintosh	John Dexter	National Theatre	Alexandra Theatre, Birmingham
1964	Othello	Laurence Olivier	John Dexter	National Theatre	Alexandra Theatre, Birmingham
22nd June 2014	Macbeth	Kenneth Branagh	Kenneth Branagh	unknown production company	Park Avenue Armory Drill Hall, New York
22nd June 2014	Lady Macbeth	Alex Kingston	Kenneth Branagh	unknown production company	Park Avenue Armory Drill Hall, New York
6th June 2010	Macbeth	Martin Gibbons	Stephen Purcell	The Pantaloons	The Scoop, London
1964	Iago	Frank Finlay	John Dexter	National Theatre	Alexandra Theatre, Birmingham
1964	Emilia	Joyce Redman	John Dexter	National Theatre	Alexandra Theatre, Birmingham
1964	Desdemona	Maggie Smith	John Dexter	National Theatre	Alexandra Theatre, Birmingham
1964	Lodovico; U.S Othello; T/O Brabantio	Kenneth Mackintosh	John Dexter	National Theatre	Alexandra Theatre, Birmingham
1964	Othello	Laurence Olivier	John Dexter	National Theatre	Alexandra Theatre, Birmingham
13th November 2010	Iago	Mathew Shepherd	Chris Scott	Derby Shakespeare Company	Guildhall Theatre, Derby
13th November 2010	Desdemona	Claire Stewart	Chris Scott	Derby Shakespeare Company	Guildhall Theatre, Derby
13th November 2010	Othello	Richard Davy	Chris Scott	Derby Shakespeare Company	Guildhall Theatre, Derby
20th November 1954	Iago	David Dodimead	Stuart Burge	Hornchurch Repertory Co.	Queens Theatre, Hornchurch
20th November 1954	Emilia	Marion Mathie	Stuart Burge	Hornchurch Repertory Co.	Queens Theatre, Hornchurch
20th November 1954	Desdemona	Rosemary Webster	Stuart Burge	Hornchurch Repertory Co.	Queens Theatre, Hornchurch
20th November 1954	Othello	Brewster Mason	Stuart Burge	Hornchurch Repertory Co.	Queens Theatre, Hornchurch
24th April 1882	Romeo	F W Wyndham	Edward Compton	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon
24th April 1882	Juliet	Virginia Bateman	Edward Compton	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon
5th June 1962	Macbeth	Eric Porter	Donald McWhinnie	Royal Shakespeare Company	The Royal Shakespeare Theatre, Stratford-upon-Avon
5th June 1962	Lady Macbeth	Irene Worth	Donald McWhinnie	Royal Shakespeare Company	The Royal Shakespeare Theatre, Stratford-upon-Avon
28th July 2007	Seyton, Macbeth’s armour bearer	Ben Field	Claire Warden	The Priory Players	Trinity Street Gardens, Marshall Legal LLP, Colchester
28th July 2007	Lady Macbeth	Eleanor Kent	Claire Warden	The Priory Players	Trinity Street Gardens, Marshall Legal LLP, Colchester
28th July 2007	Macbeth, Thane of Glamis, later of Cawdor, then King	David Elliott	Claire Warden	The Priory Players	Trinity Street Gardens, Marshall Legal LLP, Colchester
11th April 1939	Iago	Alec Clunes	Robert Atkins	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon
11th April 1939	Emilia	Betty Hardy	Robert Atkins	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon
11th April 1939	Desdemona	Joyce Bland	Robert Atkins	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon
