actor_name	formatted_bday	actor_gender	ethnicity	age_is_est	birthday_data_source_link	bday_data_source	is_actor	photo_url	ethnic_cat
Sarah Badel	1943-03-30T00:00:00	female	none	FALSE		Wikipedia	TRUE		none
Christopher Walken	1943-03-31T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/c/cf/ChristopherWalkenFeb08.jpg/220px-ChristopherWalkenFeb08.jpg	German,Scottish,German
Michael Pennington	1943-06-07T00:00:00	male	none	FALSE		Wikipedia	TRUE		none
Maureen O'Brien	1943-06-29T00:00:00	female	none	FALSE		Wikipedia	TRUE		Irish
Lisa Harrow	1943-08-25T00:00:00	female	none	FALSE		Wikipedia	TRUE		none
Ian Barritt	1944-07-01T00:00:00	male	none	TRUE		Wikipedia	TRUE		none
Kitty Winn	1944-02-21T00:00:00	female	none	FALSE		Wikipedia	TRUE		none
Jill Clayburgh	1944-04-30T00:00:00	female	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/d/dc/Jill_Clayburgh.JPG/220px-Jill_Clayburgh.JPG	Jewish
Roger Rees	1944-05-05T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/4/48/Roger_Rees.jpg/220px-Roger_Rees.jpg	none
Sara Kestelman	1944-05-12T00:00:00	female	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/8/87/Sara_Kestelman_Breath_of_Fresh_Air.jpg/150px-Sara_Kestelman_Breath_of_Fresh_Air.jpg	Russian-Jewish
Vivien Heilbron	1944-05-13T00:00:00	female	none	FALSE		Wikipedia	TRUE		none
Richard Monette	1944-06-19T00:00:00	male	none	FALSE		Wikipedia	TRUE		Italian,French
Anthony Heald	1944-08-25T00:00:00	male	none	FALSE		Wikipedia	TRUE		English
Louise Marleau	1944-08-26T00:00:00	female	none	FALSE		Wikipedia	TRUE		none
Susan Fleetwood	1944-09-21T00:00:00	female	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/en/thumb/2/21/Susan_Fleetwood.png/220px-Susan_Fleetwood.png	none
Tony Haygarth	1945-02-04T00:00:00	male	none	FALSE		Wikipedia	TRUE		none
Laura Esterman	1945-04-12T00:00:00	female	none	FALSE		Wikipedia	TRUE		none
Francesca Annis	1945-05-14T00:00:00	female	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/f/fd/Francesca-annis-trailer.jpg/220px-Francesca-annis-trailer.jpg	Brazilian,French
Nicola Pagett	1945-06-15T00:00:00	female	none	FALSE		Wikipedia	TRUE		none
Marti Maraden	1945-06-22T00:00:00	female	none	FALSE		Wikipedia	TRUE		none
Helen Mirren	1945-07-26T00:00:00	female	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/7/7c/Helen_Mirren_2014.jpg/220px-Helen_Mirren_2014.jpg	Russian
David Horovitch	1945-08-11T00:00:00	male	none	FALSE		Wikipedia	TRUE		none
Nigel Terry	1945-08-15T00:00:00	male	none	FALSE		Wikipedia	TRUE		none
Bob Peck	1945-08-23T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/en/d/d3/Eod02.JPG	none
John Lithgow	1945-10-19T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/f/f4/John_Lithgow_8_by_David_Shankbone.jpg/220px-John_Lithgow_8_by_David_Shankbone.jpg	Dominican Republic,English,French,Scottish
Dearbhla Molloy	1946-01-01T00:00:00	female	none	TRUE		Wikipedia	TRUE		none
Andre De Shields	1946-01-12T00:00:00	male	Black	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/5/51/Andre_De_Shields_in_NY2009_photo_by_Lia_Chang.jpg/220px-Andre_De_Shields_in_NY2009_photo_by_Lia_Chang.jpg	none
Pete Postlethwaite	1946-02-07T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/9/9c/Pete_Postlethwaite.JPG/220px-Pete_Postlethwaite.JPG	none
Alan Rickman	1946-02-21T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/5/50/Alan_Rickman_cropped_and_retouched.jpg/220px-Alan_Rickman_cropped_and_retouched.jpg	English,Irish,Welsh
Timothy Dalton	1946-03-21T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/a/a8/Timothy_Dalton_1987.jpg/220px-Timothy_Dalton_1987.jpg	American,Irish,Italian
Dianne Wiest	1946-03-28T00:00:00	female	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/4/49/Dianewiest.jpg/220px-Dianewiest.jpg	Croatian,German,Scottish
Jane Asher	1946-04-05T00:00:00	female	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/9/98/JaneAsher.jpg/200px-JaneAsher.jpg	none
David Suchet	1946-05-02T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/5/52/David_Suchet.jpg/220px-David_Suchet.jpg	Lithuanian-Jewish,Russian-Jewish
Tim Pigott-Smith	1946-05-13T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/en/thumb/0/01/Tim_Pigott-Smith_as_King_Charles_III.png/220px-Tim_Pigott-Smith_as_King_Charles_III.png	none
Brian Cox	1946-06-01T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/9/94/BrianCoxTIFFSept2011.jpg/220px-BrianCoxTIFFSept2011.jpg	Irish
Alan Scarfe	1946-06-08T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/4/47/Alan_Scarfe.jpg/220px-Alan_Scarfe.jpg	none
Paul Jesson	1946-07-06T00:00:00	male	none	FALSE		Wikipedia	TRUE		none
David Calder	1946-08-01T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/f/fd/British_actors_David_Calder_and_Gawn_Grainger_PB030058.JPG/220px-British_actors_David_Calder_and_Gawn_Grainger_PB030058.JPG	none
David Schramm	1946-08-14T00:00:00	male	none	FALSE		Wikipedia	TRUE		none
Felicity Kendal	1946-09-25T00:00:00	female	none	FALSE		Wikipedia	TRUE		none
Peter Egan	1946-09-28T00:00:00	male	none	FALSE		Wikipedia	TRUE		Irish
Maureen Anderman	1946-10-26T00:00:00	female	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/8/8e/Maureen_Anderman.jpg/220px-Maureen_Anderman.jpg	none
Barrie Rutter	1946-12-12T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/7/7b/Barrie.Rutter.JPG/150px-Barrie.Rutter.JPG	none
Marianne Faithfull	1946-12-29T00:00:00	female	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/e/ea/Marianne_Faithfull%2C_Women%27s_World_Awards_2009_b.jpg/220px-Marianne_Faithfull%2C_Women%27s_World_Awards_2009_b.jpg	Austrian,Jewish
Henry Herbert	1947-02-20T00:00:00	male	none	FALSE		Wikipedia	TRUE		none
Rex Young	1967-01-01T00:00:00	male	none	TRUE	https://inside.sou.edu/theatre/al-young.html	Southern Oregon University alumni profile	TRUE		none
Jonathan Pryce	1947-06-01T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/1/10/JonathanPryce2007_cropped.jpg/220px-JonathanPryce2007_cropped.jpg	none
Ivonne Coll	1947-06-18T00:00:00	female	Latino	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/e/eb/Ivonne_Coll_at_2015_PaleyFest.jpg/220px-Ivonne_Coll_at_2015_PaleyFest.jpg	Irish
J. Kenneth Campbell	1947-07-22T00:00:00	male	none	FALSE		Wikipedia	TRUE		none
Domini Blythe	1947-08-28T00:00:00	female	none	FALSE		Wikipedia	TRUE		none
Rula Lenska	1947-09-30T00:00:00	female	none	FALSE		Wikipedia	TRUE		Polish
Miles Anderson	1947-10-23T00:00:00	male	none	FALSE		Wikipedia	TRUE		none
Kevin Kline	1947-10-24T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/0/00/KevinKlineSept10TIFF.jpg/220px-KevinKlineSept10TIFF.jpg	German-Jewish,Irish
Richard Dreyfuss	1947-10-29T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/0/08/Richard_Dreyfuss_Cannes_2013.jpg/220px-Richard_Dreyfuss_Cannes_2013.jpg	none
Deborah Findlay	1947-12-23T00:00:00	female	none	FALSE		Wikipedia	TRUE		none
Rod Beattie	1948-07-01T00:00:00	male	none	TRUE		Wikipedia	TRUE		none
Malcolm Storry	1948-01-13T00:00:00	male	none	FALSE		Wikipedia	TRUE		none
Tom Wilkinson	1948-02-05T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/b/bb/Belle_13_%289779878364%29.jpg/220px-Belle_13_%289779878364%29.jpg	English
Sinead Cusack	1948-02-18T00:00:00	female	none	FALSE		Wikipedia	TRUE		English
Lindsay Crouse	1948-05-12T00:00:00	female	none	FALSE		Wikipedia	TRUE		none
Lorna Heilbron	1948-06-08T00:00:00	female	none	FALSE		Wikipedia	TRUE		none
Gareth Armstrong	1948-06-25T00:00:00	male	none	FALSE		Wikipedia	TRUE		none
Frances Tomelty	1948-10-06T00:00:00	female	none	FALSE		Wikipedia	TRUE		none
Thomas Thieme	1948-10-29T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/2/23/Thomas_Thieme.jpg/220px-Thomas_Thieme.jpg	none
Andrea Marcovicci	1948-11-18T00:00:00	female	none	FALSE		Wikipedia	TRUE		Romanian
Sammie Winmill	1948-11-28T00:00:00	female	none	FALSE		Wikipedia	TRUE		none
Judy Buxton	1949-07-01T00:00:00	female	none	TRUE		Wikipedia	TRUE		none
Francesca James	1949-01-23T00:00:00	female	none	FALSE		Wikipedia	TRUE		none
Charlotte Cornwell	1949-04-26T00:00:00	female	none	FALSE		Wikipedia	TRUE		none
Cheryl Campbell	1949-05-22T00:00:00	female	none	FALSE		Wikipedia	TRUE		none
Antony Sher	1949-06-14T00:00:00	male	none	FALSE		Wikipedia	TRUE		Lithuanian-Jewish
Sigourney Weaver	1949-10-08T00:00:00	female	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/8/8d/Sigourney_Weaver_by_Gage_Skidmore_4.jpg/220px-Sigourney_Weaver_by_Gage_Skidmore_4.jpg	English,Dutch,Scottish,Scotch-Irish
Robert Lindsay	1949-12-13T00:00:00	male	none	FALSE		Wikipedia	TRUE		none
Julie Walters	1950-02-22T00:00:00	female	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/9/90/Julie_Walters_at_the_Paddington_Premiere.jpg/220px-Julie_Walters_at_the_Paddington_Premiere.jpg	Irish
Kate Nelligan	1950-03-16T00:00:00	female	none	FALSE		Wikipedia	TRUE		none
William Hurt	1950-03-20T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/6/60/William_Hurt_%282005%29_crop.jpg/220px-William_Hurt_%282005%29_crop.jpg	none
Henry Goodman	1950-04-23T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/4/4b/Henry_Goodman.jpg/220px-Henry_Goodman.jpg	none
David Troughton	1950-06-09T00:00:00	male	none	FALSE		Wikipedia	TRUE		none
Geraldine James	1950-07-06T00:00:00	female	none	FALSE		Wikipedia	TRUE		none
Harriet Walter	1950-09-24T00:00:00	female	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/0/03/Harriet_Walter_-_Actress.jpg/220px-Harriet_Walter_-_Actress.jpg	none
Michael Cashman	1950-12-17T00:00:00	male	none	FALSE		Wikipedia	TRUE		none
Michelle Newell	1951-06-18T00:00:00	female	none	FALSE		Wikipedia	TRUE		none
Geoffrey Rush	1951-07-06T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/1/1c/Geoffrey_Rush_Berlinale_2017.jpg/220px-Geoffrey_Rush_Berlinale_2017.jpg	English,German,Irish,Scottish
Jack Klaff	1951-08-06T00:00:00	male	none	FALSE		Wikipedia	TRUE		none
Suzanne Bertish	1951-08-07T00:00:00	female	none	FALSE		Wikipedia	TRUE		none
Martin Freeman	1971-09-08T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/4/4e/Martin_Freeman_in_2018_%281%29.jpg	
Carl Lumbly	1951-08-14T00:00:00	male	Black	FALSE		Wikipedia	TRUE		Jamaican
Harry Groener	1951-09-10T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/f/fe/Harry_Groener.jpg/220px-Harry_Groener.jpg	none
Harry Hamlin	1951-10-30T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/e/e5/Harry_Hamlin.jpg/220px-Harry_Hamlin.jpg	Scottish,English
Brent Carver	1951-11-17T00:00:00	male	none	FALSE		Wikipedia	TRUE		none
Jill Baker	1952-07-01T00:00:00	female	none	TRUE		Wikipedia	TRUE		none
Anton Lesser	1952-02-14T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/5/52/Anton_Lesser_%282011%29.jpg/220px-Anton_Lesser_%282011%29.jpg	none
Michael Thomas	1952-04-11T00:00:00	male	none	FALSE		Wikipedia	TRUE		none
Stephen Lang	1952-07-11T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/a/a5/Stephen_Lang_2014.jpg/220px-Stephen_Lang_2014.jpg	Hungarian-Jewish,Russian-Jewish,Irish
Diane Venora	1952-08-10T00:00:00	female	none	FALSE		Wikipedia	TRUE		none
Jane Wymark	1952-10-31T00:00:00	female	none	FALSE		Wikipedia	TRUE		English,American,Finnish
Mandy Patinkin	1952-11-30T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/6/63/MandyPatinkin.jpg/220px-MandyPatinkin.jpg	Jewish,Russian-Jewish,Polish-Jewish,Jewish
Goldie Semple	1952-12-11T00:00:00	female	none	FALSE		Wikipedia	TRUE		none
Alison Peebles	1953-07-01T00:00:00	female	none	TRUE		Wikipedia	TRUE		none
Brid Brennan	1953-07-01T00:00:00	female	none	TRUE		Wikipedia	TRUE		none
Ciaran Hinds	1953-02-09T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/7/70/Ciaran_hinds.jpg/220px-Ciaran_hinds.jpg	none
Philip Anglim	1953-02-11T00:00:00	male	none	FALSE		Wikipedia	TRUE		French,Irish,Jewish
Alfred Molina	1953-05-24T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/d/de/AlfredMolinaByJustinHoch2009.jpg/220px-AlfredMolinaByJustinHoch2009.jpg	Spanish,Italian,Italian,Spanish,Italian
Greg Hicks	1953-05-27T00:00:00	male	none	FALSE		Wikipedia	TRUE		none
Sian Thomas	1953-09-20T00:00:00	female	none	FALSE		Wikipedia	TRUE		none
David Threlfall	1953-10-12T00:00:00	male	none	FALSE		Wikipedia	TRUE		none
Roger Allam	1953-10-26T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/c/c4/Roger_Allam_La_Cage_120909_DSCF1622.JPG/220px-Roger_Allam_La_Cage_120909_DSCF1622.JPG	none
Peter Firth	1953-10-27T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/e/e5/Firth.jpg/220px-Firth.jpg	none
Frances Conroy	1953-11-13T00:00:00	female	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/e/e9/Frances_Conroy_at_PaleyFest_2014_-_13491478183.jpg/220px-Frances_Conroy_at_PaleyFest_2014_-_13491478183.jpg	none
Tom Hulce	1953-12-06T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/9/9c/TomHulce_%28cropped%29.jpg/220px-TomHulce_%28cropped%29.jpg	none
Kathryn Pogson	1954-07-01T00:00:00	female	none	TRUE		Wikipedia	TRUE		none
Penny Downie	1954-07-01T00:00:00	female	none	TRUE		Wikipedia	TRUE		none
Mary Jo Randle	1954-04-28T00:00:00	female	none	FALSE		Wikipedia	TRUE		none
Janet Maw	1954-05-16T00:00:00	female	none	FALSE		Wikipedia	TRUE		none
Stephen Ouimette	1954-06-30T00:00:00	male	none	FALSE		Wikipedia	TRUE		none
Matthew Marsh	1954-07-08T00:00:00	male	none	FALSE		Wikipedia	TRUE		none
Scott Wentworth	1955-07-01T00:00:00	male	none	TRUE		Wikipedia	TRUE		none
Harriet Harris	1955-01-08T00:00:00	female	none	FALSE		Wikipedia	TRUE		none
Kelsey Grammer	1955-02-21T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/e/e2/Kelsey_Grammer_2010_%28cropped%29.jpg/220px-Kelsey_Grammer_2010_%28cropped%29.jpg	British,United States Virgin Islands
Kate Mulgrew	1955-04-29T00:00:00	female	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/b/b2/Kate_Mulgrew_Shankbone_Metropolitan_Opera_2009.jpg/225px-Kate_Mulgrew_Shankbone_Metropolitan_Opera_2009.jpg	Irish
Clare Higgins	1955-11-10T00:00:00	female	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/1/1a/Clare_Higgins.jpg/200px-Clare_Higgins.jpg	Irish
Peter Woodward	1956-01-24T00:00:00	male	none	FALSE		Wikipedia	TRUE		English
Philip Franks	1956-02-02T00:00:00	male	none	FALSE		Wikipedia	TRUE		none
Ron Donachie	1956-04-26T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/a/aa/Ron_Donachie.jpg/220px-Ron_Donachie.jpg	none
Kim Cattrall	1956-08-21T00:00:00	female	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/8/82/Kim_Cattrall_Meet_Monica_Velour_2011.jpg	none
Juliet Stevenson	1956-10-30T00:00:00	female	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/1/13/Dustbin_Baby-_April_and_Marion_crop.jpg/175px-Dustbin_Baby-_April_and_Marion_crop.jpg	none
Ned Eisenberg	1957-01-13T00:00:00	male	none	FALSE		Wikipedia	TRUE		none
Stephen Dillane	1957-03-27T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/3/3e/Stephen_Dillane_at_Dinard_2012.jpg/220px-Stephen_Dillane_at_Dinard_2012.jpg	Australian
Daniel Day-Lewis	1957-04-29T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/1/12/Daniel_Day_Lewis_26_May_2013.jpg/220px-Daniel_Day_Lewis_26_May_2013.jpg	English,Irish,Jewish,Irish,Latvian-Jewish,Polish-Jewish,Polish-Jewish,English
Tessa Peake-Jones	1957-05-09T00:00:00	female	none	FALSE		Wikipedia	TRUE		none
Alex Jennings	1957-05-10T00:00:00	male	none	FALSE		Wikipedia	TRUE		none
Frances Barber	1957-05-13T00:00:00	female	none	FALSE		Wikipedia	TRUE		none
Michael Maloney	1957-06-19T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/2/2e/Michael_Maloney_MingFilmFest_2011_n2.jpg/200px-Michael_Maloney_MingFilmFest_2011_n2.jpg	none
Frances McDormand	1957-06-23T00:00:00	female	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/e/ed/Frances_McDormand_2015_%28cropped%29.jpg/220px-Frances_McDormand_2015_%28cropped%29.jpg	none
Kelly Mcgillis	1957-07-09T00:00:00	female	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/0/0a/KellyMcGillisSept10TIFF.jpg/220px-KellyMcGillisSept10TIFF.jpg	none
Kate Buffery	1957-07-23T00:00:00	female	none	FALSE		Wikipedia	TRUE		none
Sylvestra Le Touzel	1958-07-01T00:00:00	female	none	TRUE		Wikipedia	TRUE		none
Kim Coates	1958-02-21T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/6/63/Kim_Coates_by_Gage_Skidmore.jpg/220px-Kim_Coates_by_Gage_Skidmore.jpg	none
Alec Baldwin	1958-04-03T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/7/71/Alec_Baldwin_by_Gage_Skidmore.jpg/220px-Alec_Baldwin_by_Gage_Skidmore.jpg	French,Irish
Melinda Mullins	1958-04-20T00:00:00	female	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/e/eb/Melinda_Mullins.jpg/220px-Melinda_Mullins.jpg	none
Fiona Shaw	1958-07-10T00:00:00	female	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/9/9b/Fiona_Shaw_BAM_2011-01-16.jpg/220px-Fiona_Shaw_BAM_2011-01-16.jpg	none
Colm Feore	1958-08-22T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/d/d3/Colm_Feore_2013_%28cropped%29.jpg/220px-Colm_Feore_2013_%28cropped%29.jpg	Irish,Irish
Laila Robins	1959-03-14T00:00:00	female	none	FALSE		Wikipedia	TRUE		Latvian
Sean Bean	1959-04-17T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/a/aa/Sean_Bean_TIFF_2015.jpg/220px-Sean_Bean_TIFF_2015.jpg	English
Paul Gross	1959-04-30T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/f/f2/PaulGross08TIFF.jpg/220px-PaulGross08TIFF.jpg	none
Niamh Cusack	1959-10-20T00:00:00	female	none	FALSE		Wikipedia	TRUE		none
Sean Campion	1959-12-20T00:00:00	male	none	FALSE		Wikipedia	TRUE		none
Mark Rylance	1960-01-18T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/b/bd/Mark_Rylance_Cannes_2016.jpg/220px-Mark_Rylance_Cannes_2016.jpg	Irish
Michael Cumpsty	1960-02-28T00:00:00	male	none	FALSE		Wikipedia	TRUE		none
Hugo Weaving	1960-04-04T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/d/d1/Hugo_Weaving_2014.jpg/220px-Hugo_Weaving_2014.jpg	Belgian,English,Belgian,British
Stella Gonet	1960-05-08T00:00:00	female	none	FALSE		Wikipedia	TRUE		none
Kenneth Branagh	1960-12-10T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/c/c7/KennethBranaghApr2011.jpg/220px-KennethBranaghApr2011.jpg	English
Simon Russell Beale	1961-01-12T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/0/02/Simon_Russell_Beale.jpg/220px-Simon_Russell_Beale.jpg	none
Imogen Stubbs	1961-02-20T00:00:00	female	none	FALSE		Wikipedia	TRUE		none
Michael Gould	1961-05-03T00:00:00	male	none	FALSE		Wikipedia	TRUE		none
Iain Glen	1961-06-24T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/5/57/Iain_Glen.jpg/220px-Iain_Glen.jpg	none
Elizabeth Mcgovern	1961-07-18T00:00:00	female	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/3/30/Elizabeth_McGovern_2012.jpg/220px-Elizabeth_McGovern_2012.jpg	none
Samantha Bond	1961-11-27T00:00:00	female	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/en/thumb/8/80/Samantha_Bond.jpg/220px-Samantha_Bond.jpg	Welsh
Sophie Thompson	1962-01-20T00:00:00	female	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/d/d6/Sophie_Thompson_2014.jpg/200px-Sophie_Thompson_2014.jpg	Scottish
Richard Roxburgh	1962-01-23T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/7/73/Richard_Roxburgh_2013.jpg/220px-Richard_Roxburgh_2013.jpg	none
Patrick Page	1962-04-27T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/a/ac/Patrick_Page%2C_Paige_Davis_DF-SD-04-13011.JPEG/220px-Patrick_Page%2C_Paige_Davis_DF-SD-04-13011.JPEG	none
James Marsters	1962-08-20T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/3/34/James_Marsters_2016.jpg/220px-James_Marsters_2016.jpg	none
Jasper Britton	1962-12-11T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/en/c/c3/Jasper_Britton_as_Petruchio_for_the_RSC.jpg	none
Ralph Fiennes	1962-12-22T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/4/43/Ralph_Fiennes_2013.jpg/220px-Ralph_Fiennes_2013.jpg	Irish,Scottish,Irish,Scottish
Amanda Root	1963-07-01T00:00:00	female	none	TRUE		Wikipedia	TRUE		none
Amanda Harris	1963-07-01T00:00:00	female	none	TRUE		Wikipedia	TRUE		none
Alex Kingston	1963-03-11T00:00:00	female	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/6/66/Alex_Kingston_July_2017.jpg/220px-Alex_Kingston_July_2017.jpg	German,Jewish
Sarah Woodward	1963-04-03T00:00:00	female	none	FALSE		Wikipedia	TRUE		none
Rebecca Saire	1963-04-16T00:00:00	female	none	FALSE		Wikipedia	TRUE		none
Olivia Birkelund	1963-04-26T00:00:00	female	none	FALSE		Wikipedia	TRUE		none
Natasha Richardson	1963-05-11T00:00:00	female	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/e/e5/Natasha_Richardson_1999.jpg/220px-Natasha_Richardson_1999.jpg	English,English
David Westhead	1963-06-01T00:00:00	male	none	FALSE		Wikipedia	TRUE		none
Albert Schultz	1963-07-30T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Albert_Schultz.jpg/220px-Albert_Schultz.jpg	German
Jonny Phillips	1963-09-05T00:00:00	male	none	FALSE		Wikipedia	TRUE		none
Conrad Nelson	1964-07-01T00:00:00	male	none	TRUE		Wikipedia	TRUE		none
John Douglas Thompson	1964-07-01T00:00:00	male	Black	TRUE		Wikipedia	TRUE		Jamaican
Clare Holman	1964-01-12T00:00:00	female	none	FALSE		Wikipedia	TRUE		none
