4th December 1997	Hamlet	Alex Jennings	Matthew Warchus	Royal Shakespeare Company	Barbican Theatre, London
30th June 1994	Ophelia	Jacqueline McKenzie	Neil Armfield	Belvoir Street Theatre Company	Belvoir Street Theatre, Sydney, Australia
30th June 1994	Hamlet	Richard Roxburgh	Neil Armfield	Belvoir Street Theatre Company	Belvoir Street Theatre, Sydney, Australia
18th March 1974	Ophelia	Ingride Mollison	Peter Dews	Natal Performing Arts Council (NAPC) and Pieter Toerien	The Alhambra Theatre, Durban, South Africa
18th March 1974	Hamlet	Hywell Bennett	Peter Dews	Natal Performing Arts Council (NAPC) and Pieter Toerien	The Alhambra Theatre, Durban, South Africa
8th April 1937	Ophelia	Valerie Tudor	B Iden Payne	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon
8th April 1937	Hamlet	Donald Wolfit	B Iden Payne	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon
16th April 1985	Ophelia	Frances Barber	Ron Daniels	Royal Shakespeare Company	Barbican Theatre, London
16th April 1985	Hamlet	Roger Rees	Ron Daniels	Royal Shakespeare Company	Barbican Theatre, London
1980	Ophelia	Harriet Walter	Richard Eyre	unknown production company	Royal Court Theatre
1980	Hamlet	Jonathan Pryce	Richard Eyre	unknown production company	Royal Court Theatre
14th November 1942	Ophelia	Joy Parker	Basil C Langton	unknown production company	Birmingham Repertory Theatre
14th November 1942	Hamlet	Basil Langton	Basil C Langton	unknown production company	Birmingham Repertory Theatre
4th April 1974	Ophelia	Nicola Pagett	Jonathan Miller	Greenwich Theatre Company	Greenwich Theatre, London
4th April 1974	Hamlet	Peter Eyre	Jonathan Miller	Greenwich Theatre Company	Greenwich Theatre, London
11th April 1961	Ophelia	Geraldine McEwan	Peter Wood	Royal Shakespeare Company	The Royal Shakespeare Theatre, Stratford-upon-Avon
11th April 1961	Hamlet	Ian Bannen	Peter Wood	Royal Shakespeare Company	The Royal Shakespeare Theatre, Stratford-upon-Avon
1945	Ophelia	Hazel Terry	John Gielgud	unknown production company	Far East Tour
1945	Hamlet	John Gielgud	John Gielgud	unknown production company	Far East Tour
23rd September 1997	Ophelia	Derbhle Crotty	Matthew Warchus	Royal Shakespeare Company	Theatre Royal, Newcastle upon Tyne
23rd September 1997	Hamlet	Alex Jennings	Matthew Warchus	Royal Shakespeare Company	Theatre Royal, Newcastle upon Tyne
1936	Ophelia	Cherry Cottrell	Tyrone Guthrie	unknown production company	Old Vic, London
1936	Hamlet	Laurence Olivier	Tyrone Guthrie	unknown production company	Old Vic, London
11th July 1923	Ophelia	Beatrice Smith	Gertrude Burnett	unknown production company	RADA, London
11th July 1923	Hamlet	John Gielgud	Gertrude Burnett	unknown production company	RADA, London
7th April 1942	Ophelia	Sara Jackson	B Iden Payne	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon
7th April 1942	Hamlet	George Hayes	B Iden Payne	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon
1961	Ophelia	Linda Gardner	Frank Hauser	unknown production company	Oxford Playhouse
1961	Hamlet	Jeremy Brett	Frank Hauser	unknown production company	Oxford Playhouse
27th July 2013	Romeo	Boris Mitkov	director unknown	Grassroots Shakespeare London	Old Red Lion Theatre, London
27th July 2013	Juliet	Loren O’Brien	director unknown	Grassroots Shakespeare London	Old Red Lion Theatre, London
17th November 1979	Hamlet	Frances de la Tour	Robert Walker	unknown production company	Half Moon Theatre, London
23rd August 1997	Ophelia	Derbhle Crotty	Matthew Warchus	Royal Shakespeare Company	The Royal Shakespeare Theatre, Stratford-upon-Avon
23rd August 1997	Hamlet	Alex Jennings	Matthew Warchus	Royal Shakespeare Company	The Royal Shakespeare Theatre, Stratford-upon-Avon
18th February 1985	Ophelia	Frances Barber	Ron Daniels	Royal Shakespeare Company	Theatre Royal, Newcastle upon Tyne
18th February 1985	Hamlet	Roger Rees	Ron Daniels	Royal Shakespeare Company	Theatre Royal, Newcastle upon Tyne
30th June 1994	Ophelia	Jacqueline McKenzie	Neil Armfield	Belvoir Street Theatre Company	Belvoir Street Theatre, Sydney, Australia
30th June 1994	Hamlet	Richard Roxburgh	Neil Armfield	Belvoir Street Theatre Company	Belvoir Street Theatre, Sydney, Australia
30th April 1914	Ophelia	Madge Fabian	Patrick Kirwan	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon
30th April 1914	Hamlet	Henry B Irving	Patrick Kirwan	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon
24th July 1922	Ophelia	Ethel Carrington	W Bridges-Adams	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon
24th July 1922	Hamlet	William Stack	W Bridges-Adams	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon
30th November 1996	Ophelia	Emma Cunniffe	John Retallack	Oxford Stage Company	UK Tour
30th November 1996	Hamlet	Ian Pepperell	John Retallack	Oxford Stage Company	UK Tour
12th October 1936	Ophelia	Lillian Gish	Guthrie McClintic	unknown production company	Alexndra Theatre, Toronto
12th October 1936	Hamlet	John Gielgud	Guthrie McClintic	unknown production company	Alexndra Theatre, Toronto
21st April 1989	Iago	Paul Barber	Hugh Quarshie	Greenwich Theatre	Greenwich Theatre, London
21st April 1989	Desdemona	Emily Morgan	Hugh Quarshie	Greenwich Theatre	Greenwich Theatre, London
21st April 1989	Othello	Clarke Peters	Hugh Quarshie	Greenwich Theatre	Greenwich Theatre, London
1974	Romeo	Peter Firth	Bill Bryden	unknown production company	Old Vic, London
1974	Juliet	Veronica Quilligan	Bill Bryden	unknown production company	Old Vic, London
23rd February 1981	Romeo	Anton Lesser	Ron Daniels	Royal Shakespeare Company	Theatre Royal, Newcastle upon Tyne
23rd February 1981	Juliet	Judy Buxton	Ron Daniels	Royal Shakespeare Company	Theatre Royal, Newcastle upon Tyne
6th July 1936	Ophelia	Valerie Tudor	B Iden Payne	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon
6th July 1936	Hamlet	Donald Wolfit	B Iden Payne	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon
7th March 1959	Ophelia	Thelma Barlow	Bernard Hepton	unknown production company	Birmingham Repertory Theatre
7th March 1959	Hamlet	Ian Richardson	Bernard Hepton	unknown production company	Birmingham Repertory Theatre
2nd July 1980	Ophelia	Carol Royle	John Barton	Royal Shakespeare Company	The Royal Shakespeare Theatre, Stratford-upon-Avon
2nd July 1980	Hamlet	Michael Pennington	John Barton	Royal Shakespeare Company	The Royal Shakespeare Theatre, Stratford-upon-Avon
7th January 1986	Iago	David Suchet	Terry Hands	Royal Shakespeare Company	Barbican Theatre, London
7th January 1986	Desdemona	Niamh Cusack	Terry Hands	Royal Shakespeare Company	Barbican Theatre, London
7th January 1986	Othello	Ben Kingsley	Terry Hands	Royal Shakespeare Company	Barbican Theatre, London
1969	Ophelia	Marianne Faithfull	Tony Richardson	unknown production company	The Roundhouse, London
1969	Hamlet	Nicol Williamson	Tony Richardson	unknown production company	The Roundhouse, London
6th October 1913	Ophelia	Dorothy Green	director unknown	Royal Shakespeare Company	Tour
6th October 1913	Hamlet	F R Benson	director unknown	Royal Shakespeare Company	Tour
25th October 2003	Romeo	Jack Laskey	director unknown	English Theatre of Vienna	English Theatre of Vienna
25th October 2003	Juliet	Kate McGuinness	director unknown	English Theatre of Vienna	English Theatre of Vienna
25th August 1913	Romeo	Murray Carrington	F R Benson	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon
25th August 1913	Juliet	Dorothy Green	F R Benson	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon
16th April 1926	Romeo	Sebastian Shaw	W Bridges-Adams	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon
16th April 1926	Juliet	Rosaline Courtneidge	W Bridges-Adams	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon
2002	Romeo	Christian Coulson	Josie Rourke	Liverpool Playhouse	Liverpool Playhouse
2002	Juliet	Shereen Ibrahim	Josie Rourke	Liverpool Playhouse	Liverpool Playhouse
5th August 1913	Ophelia	Ethel McDowall	F R Benson	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon
5th August 1913	Hamlet	F R Benson	F R Benson	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon
25th March 1978	Iago	Roy Dotrice	Peter Dews	Chichester Festival Theatre Production	Comedy Theatre, Melbourne, Australia
25th March 1978	Othello	Keith Michell	Peter Dews	Chichester Festival Theatre Production	Comedy Theatre, Melbourne, Australia
13th April 1996	Romeo	Tom Bevan	Zoe Seaton	unknown production company	Norwich Playhouse
13th April 1996	Juliet	Kirsten Parker	Zoe Seaton	unknown production company	Norwich Playhouse
24th September 1985	Iago	David Suchet	Terry Hands	Royal Shakespeare Company	The Royal Shakespeare Theatre, Stratford-upon-Avon
24th September 1985	Desdemona	Niamh Cusack	Terry Hands	Royal Shakespeare Company	The Royal Shakespeare Theatre, Stratford-upon-Avon
24th September 1985	Othello	Ben Kingsley	Terry Hands	Royal Shakespeare Company	The Royal Shakespeare Theatre, Stratford-upon-Avon
2002	Romeo	Oscar Pearce	John Sheehan	Birmingham Stage Co.	The Old Rep Theatre, Birmingham
2002	Juliet	Tara Sharma	John Sheehan	Birmingham Stage Co.	The Old Rep Theatre, Birmingham
25th February 1978	Iago	Roy Dotrice	Peter Dews	Chichester Festival Theatre Production	Opera Theatre, Adelaide, Southern Australia
25th February 1978	Othello	Keith Michell	Peter Dews	Chichester Festival Theatre Production	Opera Theatre, Adelaide, Southern Australia
27th April 1912	Romeo	Murray Carrington	F R Benson	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon
27th April 1912	Juliet	Dorothy Green	F R Benson	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon
5th May 1913	Ophelia	Ethel McDowall	F R Benson	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon
5th May 1913	Hamlet	F R Benson	F R Benson	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon
9th March 1996	Romeo	Zubin Varla	Adrian Noble	Royal Shakespeare Company	Theatre Royal, Newcastle upon Tyne
9th March 1996	Juliet	Lucy Whybrow	Adrian Noble	Royal Shakespeare Company	Theatre Royal, Newcastle upon Tyne
1984	Iago	David Calder	David Thacker	unknown production company	Young Vic, London
1984	Desdemona	Kate Fahy	David Thacker	unknown production company	Young Vic, London
1984	Othello	Rudolph Walker	David Thacker	unknown production company	Young Vic, London
25th October 2008	Romeo	David Dawson	Neil Bartlett	Royal Shakespeare Company	Theatre Royal, Brighton
25th October 2008	Juliet	Anneika Rose	Neil Bartlett	Royal Shakespeare Company	Theatre Royal, Brighton
2002	Romeo	Daniel Hawksford	Terry Hands	Clwyd Theatr Cymru	Clwyd Theatr Cymru, Mold
2002	Juliet	Christina Cole	Terry Hands	Clwyd Theatr Cymru	Clwyd Theatr Cymru, Mold
21st July 1924	Iago	Eric Maxon	W Bridges-Adams	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon
21st July 1924	Desdemona	Ethel Carrington	W Bridges-Adams	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon
21st July 1924	Othello	Baliol Holloway	W Bridges-Adams	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon
26th July 1911	Romeo	Murray Carrington	F R Benson	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon
26th July 1911	Juliet	Constance Collier	F R Benson	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon
1996	Romeo	Matthew Lewis	Simon Parry	unknown production company	New End Theatre, London
1996	Juliet	Joanne Mitchell	Simon Parry	unknown production company	New End Theatre, London
14th August 1980	Iago	Bob Peck	Ronald Eyre	Royal Shakespeare Company	Aldwych Theatre, London
14th August 1980	Desdemona	Suzanne Bertish	Ronald Eyre	Royal Shakespeare Company	Aldwych Theatre, London
14th August 1980	Othello	Donald Sinden	Ronald Eyre	Royal Shakespeare Company	Aldwych Theatre, London
25th October 2008	Romeo	David Dawson	Neil Bartlett	Royal Shakespeare Company	Theatre Royal, Brighton
25th October 2008	Juliet	Anneika Rose	Neil Bartlett	Royal Shakespeare Company	Theatre Royal, Brighton
17th January 2001	Romeo	David Tennant	Michael Boyd	Royal Shakespeare Company	Barbican Theatre, London
17th January 2001	Juliet	Alexandra Gilbreath	Michael Boyd	Royal Shakespeare Company	Barbican Theatre, London
28th March 1973	Romeo	Timothy Dalton	Terry Hands	Royal Shakespeare Company	The Royal Shakespeare Theatre, Stratford-upon-Avon
28th March 1973	Juliet	Estelle Kohler	Terry Hands	Royal Shakespeare Company	The Royal Shakespeare Theatre, Stratford-upon-Avon
30th April 1908	Romeo	Henry Ainley	F R Benson	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon
30th April 1908	Juliet	Constance Collier	F R Benson	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon
22nd April 1924	Iago	Eric Maxon	W Bridges-Adams	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon
22nd April 1924	Desdemona	Ethel Carrington	W Bridges-Adams	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon
22nd April 1924	Othello	Baliol Holloway	W Bridges-Adams	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon
2nd May 1941	Romeo	Godfrey Kenton	B Iden Payne	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon
2nd May 1941	Juliet	Margaretta Scott	B Iden Payne	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon
25th October 2008	Romeo	David Dawson	Neil Bartlett	Royal Shakespeare Company	Theatre Royal, Brighton
25th October 2008	Juliet	Anneika Rose	Neil Bartlett	Royal Shakespeare Company	Theatre Royal, Brighton
25th April 1912	Ophelia	Ethel McDowall	F R Benson	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon
25th April 1912	Hamlet	F R Benson	F R Benson	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon
1995	Romeo	Simon Scardifield	Irina Brown	unknown production company	Contact Theatre, Manchester
1995	Juliet	Elizabeth Chadwick	Irina Brown	unknown production company	Contact Theatre, Manchester
2nd December 1971	Romeo	Richard Kay	Peter James	National Theatre at the Young Vic	The Young Vic
2nd December 1971	Juliet	Louise Purnell	Peter James	National Theatre at the Young Vic	The Young Vic
26th September 1970	Iago	Lee Richardson	Michael Kahn	unknown production company	ANTA Theatre, New York
26th September 1970	Desdemona	Roberta Maxwell	Michael Kahn	unknown production company	ANTA Theatre, New York
26th September 1970	Othello	Moses Gunn	Michael Kahn	unknown production company	ANTA Theatre, New York
27th July 1922	Iago	Baliol Holloway	W Bridges-Adams	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon
27th July 1922	Desdemona	Ethel Carrington	W Bridges-Adams	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon
27th July 1922	Othello	William Stack	W Bridges-Adams	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon
12th April 2008	Romeo	Benedict Fogarty	Barrie Rutter	Northern Broadsides	Liverpool Playhouse
12th April 2008	Juliet	Sarah Ridgeway	Barrie Rutter	Northern Broadsides	Liverpool Playhouse
4th September 2000	Romeo	Chiwetel Ejiofor	Tim Supple	National Theatre	Olivier Theatre, National Theatre
4th September 2000	Juliet	Charlotte Randle	Tim Supple	National Theatre	Olivier Theatre, National Theatre
9th May 1940	Romeo	Laurence Olivier	Laurence Olivier	unknown production company	51st Street Theatre, New York
9th May 1940	Juliet	Vivien Leigh	Laurence Olivier	unknown production company	51st Street Theatre, New York
28th July 1911	Ophelia	Ethel McDowall	F R Benson	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon
28th July 1911	Hamlet	F R Benson	F R Benson	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon
18th April 1922	Iago	Baliol Holloway	W Bridges-Adams	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon
18th April 1922	Desdemona	Ethel Carrington	W Bridges-Adams	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon
18th April 1922	Othello	William Stack	W Bridges-Adams	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon
1968	Romeo	Leonard Whiting	Franco Zeffirelli	unknown production company	Film Version
1968	Juliet	Olivia Hussey	Franco Zeffirelli	unknown production company	Film Version
5th April 1995	Romeo	Zubin Varla	Adrian Noble	Royal Shakespeare Company	The Royal Shakespeare Theatre, Stratford-upon-Avon
5th April 1995	Juliet	Lucy Whybrow	Adrian Noble	Royal Shakespeare Company	The Royal Shakespeare Theatre, Stratford-upon-Avon
5th July 2000	Romeo	David Tennant	Michael Boyd	Royal Shakespeare Company	The Royal Shakespeare Theatre, Stratford-upon-Avon
5th July 2000	Juliet	Alexandra Gilbreath	Michael Boyd	Royal Shakespeare Company	The Royal Shakespeare Theatre, Stratford-upon-Avon
11th August 1919	Romeo	Basil Rathbone	W Bridges-Adams	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon
11th August 1919	Juliet	Joyce Carey	W Bridges-Adams	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon
4th August 1910	Ophelia	Ethel MacDowall	F R Benson	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon
4th August 1910	Hamlet	F R Benson	F R Benson	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon
27th April 1905	Romeo	F R Benson	F R Benson	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon
27th April 1905	Juliet	Constance Benson	F R Benson	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon
8th April 1958	Romeo	Richard Johnson	Glen Byam Shaw	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon
8th April 1958	Juliet	Dorothy Tutin	Glen Byam Shaw	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon
5th July 1998	Romeo	Ray Fearon	Michael Attenborough	Royal Shakespeare Company	Tour
5th July 1998	Juliet	Zoe Waites	Michael Attenborough	Royal Shakespeare Company	Tour
21st April 2009	Iago	Conrad Nelson	Barry Rutter	Northern Broadsides and West Yorkshire Playhouse	Rose Theatre Kingston, Kingston upon Thames
21st April 2009	Othello	Lenny Henry	Barry Rutter	Northern Broadsides and West Yorkshire Playhouse	Rose Theatre Kingston, Kingston upon Thames
14th October 2006	Romeo	Rupert Evans	Nancy Meckler	Royal Shakespeare Company	The Royal Shakespeare Theatre, Stratford-upon-Avon
14th October 2006	Juliet	Morven Christie	Nancy Meckler	Royal Shakespeare Company	The Royal Shakespeare Theatre, Stratford-upon-Avon
26th April 1938	Romeo	Francis James	B Iden Payne	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon
26th April 1938	Juliet	Valerie Tudor	B Iden Payne	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon
15th July 2000	Ophelia	Cathryn Bradshaw	John Caird	National Theatre	Lyttelton Theatre, National Theatre
15th July 2000	Hamlet	Simon Russell Beale	John Caird	National Theatre	Lyttelton Theatre, National Theatre
30th May 2009	Iago	Richard Kidd	Charlotte Conquest	Creation Theatre Company	New Road Baptist Church, Oxford
30th May 2009	Desdemona	Ffion Jolly	Charlotte Conquest	Creation Theatre Company	New Road Baptist Church, Oxford
30th May 2009	Othello	Victor Power	Charlotte Conquest	Creation Theatre Company	New Road Baptist Church, Oxford
1964	Iago	Frank Finlay	John Dexter	National Theatre	Alexandra Theatre, Birmingham
1964	Desdemona	Maggie Smith	John Dexter	National Theatre	Alexandra Theatre, Birmingham
1964	Othello	Laurence Olivier	John Dexter	National Theatre	Alexandra Theatre, Birmingham
13th August 1915	Romeo	Basil Rathbone	F R Benson	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon
13th August 1915	Juliet	Dorothie Pidcock	F R Benson	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon
2nd May 2001	Ophelia	Kerry Condon	Steven Pimlott	Royal Shakespeare Company	The Royal Shakespeare Theatre, Stratford-upon-Avon
2nd May 2001	Hamlet	Samuel West	Steven Pimlott	Royal Shakespeare Company	The Royal Shakespeare Theatre, Stratford-upon-Avon
7th March 2009	Iago	Michael Gould	Kathryn Hunter	Royal Shakespeare Company	Tour
7th March 2009	Desdemona	Natalia Tena	Kathryn Hunter	Royal Shakespeare Company	Tour
7th March 2009	Othello	Patrice Naiambana	Kathryn Hunter	Royal Shakespeare Company	Tour
15th August 1961	Romeo	Brian Murray	Peter Hall	Royal Shakespeare Company	The Royal Shakespeare Theatre, Stratford-upon-Avon
15th August 1961	Juliet	Dorothy Tutin	Peter Hall	Royal Shakespeare Company	The Royal Shakespeare Theatre, Stratford-upon-Avon
1964	Iago	Frank Finlay	John Dexter	National Theatre	Alexandra Theatre, Birmingham
1964	Desdemona	Maggie Smith	John Dexter	National Theatre	Alexandra Theatre, Birmingham
1964	Othello	Laurence Olivier	John Dexter	National Theatre	Alexandra Theatre, Birmingham
20th April 1915	Romeo	Basil Rathbone	F R Benson	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon
20th April 1915	Juliet	Dorothie Pidcock	F R Benson	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon
2001	Ophelia	Allison McKenzie	 Mark Thomson	Brunton Theatre Company	Brunton Theatre, Musselburgh
2001	Hamlet	Liam Brennan	 Mark Thomson	Brunton Theatre Company	Brunton Theatre, Musselburgh
24th November 2007	Iago	Sean Campion	Raz Shaw	Salisbury Playhouse	Salisbury Playhouse, Salisbury
24th November 2007	Desdemona	Sinead Keenan	Raz Shaw	Salisbury Playhouse	Salisbury Playhouse, Salisbury
24th November 2007	Othello	Nick Monu	Raz Shaw	Salisbury Playhouse	Salisbury Playhouse, Salisbury
31st July 1916	Iago	Robert Atkins	Ben Greet	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon
31st July 1916	Desdemona	Mary Sumner	Ben Greet	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon
31st July 1916	Othello	Jerrold Robertshaw	Ben Greet	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon
21st February 1987	Romeo	Sean Bean	Michael Bogdanov	Royal Shakespeare Company	Tyne Theatre, Newcastle-upon-Tyne
21st February 1987	Juliet	Niamh Cusack	Michael Bogdanov	Royal Shakespeare Company	Tyne Theatre, Newcastle-upon-Tyne
8th October 2004	Romeo	Matthew Rhys	Peter Gill	Royal Shakespeare Company	The Royal Shakespeare Theatre, Stratford-upon-Avon
8th October 2004	Juliet	Sian Brooke	Peter Gill	Royal Shakespeare Company	The Royal Shakespeare Theatre, Stratford-upon-Avon
27th April 1954	Romeo	Laurence Harvey	Glen Byam Shaw	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon
27th April 1954	Juliet	Zena Walker	Glen Byam Shaw	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon
22nd February 2014	Iago	Chris Porter	Caroline Devlin	Guildford Shakespeare Co.	Holy Trinity Church, Guildford
22nd February 2014	Desdemona	Nicole Hartley	Caroline Devlin	Guildford Shakespeare Co.	Holy Trinity Church, Guildford
22nd February 2014	Othello	David Carr	Caroline Devlin	Guildford Shakespeare Co.	Holy Trinity Church, Guildford
8th April 1986	Romeo	Sean Bean	Michael Bogdanov	Royal Shakespeare Company	The Royal Shakespeare Theatre, Stratford-upon-Avon
8th April 1986	Juliet	Niamh Cusack	Michael Bogdanov	Royal Shakespeare Company	The Royal Shakespeare Theatre, Stratford-upon-Avon
29th April 2006	Iago	Wolfgang Pregler	Luk Perceval	Royal Shakespeare Company	The Royal Shakespeare Theatre, Stratford-upon-Avon
29th April 2006	Desdemona	Julia Jentsch	Luk Perceval	Royal Shakespeare Company	The Royal Shakespeare Theatre, Stratford-upon-Avon
29th April 2006	Othello	Thomas Thieme	Luk Perceval	Royal Shakespeare Company	The Royal Shakespeare Theatre, Stratford-upon-Avon
13th November 2010	Iago	Mathew Shepherd	Chris Scott	Derby Shakespeare Company	Guildhall Theatre, Derby
13th November 2010	Desdemona	Claire Stewart	Chris Scott	Derby Shakespeare Company	Guildhall Theatre, Derby
13th November 2010	Othello	Richard Davy	Chris Scott	Derby Shakespeare Company	Guildhall Theatre, Derby
23rd September 2000	Ophelia	Nancy Carroll	Samuel West	Royal Shakespeare Company	The Other Place, Stratford-upon-Avon
23rd September 2000	Hamlet	Adrian Schiller	Samuel West	Royal Shakespeare Company	The Other Place, Stratford-upon-Avon
10th October 1961	Iago	Ian Bannen	Franco Zeffirelli	Royal Shakespeare Company	The Royal Shakespeare Theatre, Stratford-upon-Avon
10th October 1961	Desdemona	Dorothy Tutin	Franco Zeffirelli	Royal Shakespeare Company	The Royal Shakespeare Theatre, Stratford-upon-Avon
10th October 1961	Othello	John Gielgud	Franco Zeffirelli	Royal Shakespeare Company	The Royal Shakespeare Theatre, Stratford-upon-Avon
24th June 1992	Romeo	Michael Maloney	David Leveaux	Royal Shakespeare Company	Barbican Theatre, London
24th June 1992	Juliet	Clare Holman	David Leveaux	Royal Shakespeare Company	Barbican Theatre, London
1956	Iago	Alan Dobie	John Moody	unknown production company	Bristol Old Vic
1956	Desdemona	Wendy Williams	John Moody	unknown production company	Bristol Old Vic
1956	Othello	Joseph O Conor	John Moody	unknown production company	Bristol Old Vic
17th July 2004	Iago	Antony Sher	Gregory Doran	Royal Shakespeare Company	Trafalgar Studios at the Whitehall Theatre, London
17th July 2004	Desdemona	Lisa Dillon	Gregory Doran	Royal Shakespeare Company	Trafalgar Studios at the Whitehall Theatre, London
17th July 2004	Othello	Sello Maake Ka-Ncube	Gregory Doran	Royal Shakespeare Company	Trafalgar Studios at the Whitehall Theatre, London
13th September 1967	Romeo	Ian Holm	Karolos Koun	Royal Shakespeare Company	The Royal Shakespeare Theatre, Stratford-upon-Avon
13th September 1967	Juliet	Estelle Kohler	Karolos Koun	Royal Shakespeare Company	The Royal Shakespeare Theatre, Stratford-upon-Avon
15th July 2000	Ophelia	Cathryn Bradshaw	John Caird	National Theatre	Lyttelton Theatre, National Theatre
15th July 2000	Hamlet	Simon Russell Beale	John Caird	National Theatre	Lyttelton Theatre, National Theatre
7th March 1992	Romeo	Michael Maloney	David Leveaux	Royal Shakespeare Company	Theatre Royal, Newcastle upon Tyne
7th March 1992	Juliet	Clare Holman	David Leveaux	Royal Shakespeare Company	Theatre Royal, Newcastle upon Tyne
29th May 1956	Iago	Emlyn Williams	Glen Byam Shaw	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon
29th May 1956	Desdemona	Margaret Johnston	Glen Byam Shaw	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon
29th May 1956	Othello	Harry Andrews	Glen Byam Shaw	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon
25th February 1985	Romeo	Simon Templeman	John Caird	Royal Shakespeare Company	Gulbenkian Studio, Newcastle-upon-Tyne
25th February 1985	Juliet	Amanda Root	John Caird	Royal Shakespeare Company	Gulbenkian Studio, Newcastle-upon-Tyne
1991	Romeo	Clarence Smith	Andrew Hay	unknown production company	Bristol Old Vic
