26 May 1923	11th February 1978	Iago	Roy Dotrice	Director:Peter Dews	54
no birthday on article	17th June 1949	Iago	John Slater	Director:Godfrey Tearle	unknown age
6 August 1926	unknown opening	Iago	Frank Finlay	Director:John Dexter	unknown age
person not found on wiki	15th April 1902	Iago	Frank Rodney	Director:F R Benson	None
person not found on wiki	24th April 1911	Iago	Herbert Grimwood	Director:Oscar Asche	None
person not found on wiki	28th April 1897	Iago	Frank Rodney	Director:F R Benson	None
person not found on wiki	11th May 1905	Iago	Arthur Whitby	Director:F R Benson	None
person not found on wiki	20th November 1954	Iago	David Dodimead	Director:Stuart Burge	None
1 September 1928	18th July 1972	Iago	Emrys James	Director:John Barton	43
26 November 1905	29th May 1956	Iago	Emlyn Williams	Director:Glen Byam Shaw	50
22 May 1907	unknown opening	Iago	Laurence Olivier	Director:Tyrone Guthrie	unknown age
17 May 1912	11th April 1939	Iago	Alec Clunes	Director:Robert Atkins	26
no birthday on article	6th January 2000	Iago	Richard McCabe	Director:Michael Attenborough	unknown age
no birthday on article	6th May 2000	Iago	Richard McCabe	Director:Michael Attenborough	unknown age
23 August 1945	6th August 1979	Iago	Bob Peck	Director:Ronald Eyre	33
no birthday on article	31st July 1916	Iago	Robert Atkins	Director:Ben Greet	unknown age
1 September 1928	3rd March 1972	Iago	Emrys James	Director:John Barton	43
no birthday on article	14th March 1980	Iago	Michael Bryant	Director:Peter Hall	unknown age
23 August 1945	26th February 1980	Iago	Bob Peck	Director:Ronald Eyre	34
7 September 1913	30th July 1948	Iago	Anthony Quayle	Director:Godfrey Tearle	34
no birthday on article	20th November 1999	Iago	Richard McCabe	Director:Michael Attenborough	unknown age
person not found on wiki	unknown opening	Iago	Oliver Hickey	Director:Andrew Manley	unknown age
16 March 1920	29th January 1953	Iago	Leo McKern	Director:Anthony Quayle	32
14 June 1949	3rd April 2004	Iago	Antony Sher	Director:Gregory Doran	54
no birthday on article	21st July 1924	Iago	Eric Maxon	Director:W Bridges-Adams	unknown age
person not found on wiki	21st April 1890	Iago	Edwin Lever	Director:Osmond Tearle	None
26 May 1923	6th May 1978	Iago	Roy Dotrice	Director:Peter Dews	54
26 May 1923	25th March 1978	Iago	Roy Dotrice	Director:Peter Dews	54
1 September 1928	9th September 1971	Iago	Emrys James	Director:John Barton	43
person not found on wiki	27th July 1922	Iago	Baliol Holloway	Director:W Bridges-Adams	None
person not found on wiki	unknown opening	Iago	Neil Caple	Director:Edward Hall	unknown age
12 January 1961	1st August 1997	Iago	Simon Russell Beale	Director:Sam Mendes	36
no birthday on article	22nd April 1924	Iago	Eric Maxon	Director:W Bridges-Adams	unknown age
no birthday on article	unknown opening	Iago	Edward Fox	Director:Mervyn Willis	unknown age
26 May 1923	8th April 1978	Iago	Roy Dotrice	Director:Peter Dews	54
person not found on wiki	30th April 1907	Iago	E Lyall Swete	Director:F R Benson	None
October 1, 1896	20th April 1943	Iago	Abraham Sofaer	Director:Milton Rosmer	46
person not found on wiki	unknown opening	Iago	Rupert Wickham	Director:Christopher Geelan	unknown age
12 January 1961	1st August 1997	Iago	Simon Russell Beale	Director:Sam Mendes	36
1 December 1926	20th September 1975	Iago	Keith Michell	Director:Peter Dews	48
16 March 1920	25th November 1952	Iago	Leo McKern	Director:Anthony Quayle	32
person not found on wiki	27th April 1900	Iago	Mr Thalberg	Director:F R Benson	None
26 May 1923	25th February 1978	Iago	Roy Dotrice	Director:Peter Dews	54
no birthday on article	21st April 1999	Iago	Richard McCabe	Director:Michael Attenborough	unknown age
person not found on wiki	3rd April 1945	Iago	Antony Eustrel	Director:Robert Atkins	None
person not found on wiki	4th December 2008	Juliet	Anneika Rose	Director:Neil Bartlett	None
person not found on wiki	12th April 2008	Juliet	Sarah Ridgeway	Director:Barrie Rutter	None
person not found on wiki	unknown opening	Juliet	Shereen Ibrahim	Director:Josie Rourke	unknown age
person not found on wiki	25th October 2008	Juliet	Anneika Rose	Director:Neil Bartlett	None
no birthday on article	11th November 1989	Juliet	Georgia Slowe	Director:Terry Hands	unknown age
person not found on wiki	25th October 2008	Juliet	Anneika Rose	Director:Neil Bartlett	None
no birthday on article	5th April 1989	Juliet	Georgia Slowe	Director:Terry Hands	unknown age
person not found on wiki	25th October 2008	Juliet	Anneika Rose	Director:Neil Bartlett	None
person not found on wiki	16th April 1926	Juliet	Rosaline Courtneidge	Director:W Bridges-Adams	None
11 January 1977	unknown opening	Juliet	Tara Sharma	Director:John Sheehan	unknown age
no birthday on article	4th January 1990	Juliet	Georgia Slowe	Director:Terry Hands	unknown age
13 May 1944	unknown opening	Juliet	Vivien Heilbron	Director:Noreen Craven	unknown age
person not found on wiki	25th October 2003	Juliet	Kate McGuinness	Director:unknown	None
8 May 1982	unknown opening	Juliet	Christina Cole	Director:Terry Hands	unknown age
person not found on wiki	4th September 2000	Juliet	Charlotte Randle	Director:Tim Supple	None
28 March 1969	17th January 2001	Juliet	Alexandra Gilbreath	Director:Michael Boyd	31
person not found on wiki	5th July 1998	Juliet	Zoe Waites	Director:Michael Attenborough	None
30 March 1898	11th August 1919	Juliet	Joyce Carey	Director:W Bridges-Adams	21
person not found on wiki	13th August 1915	Juliet	Dorothie Pidcock	Director:F R Benson	None
26 February 1864	27th April 1905	Juliet	Constance Benson	Director:F R Benson	41
28 May 1910	21st April 1934	Juliet	Rachel Kempson	Director:W Bridges-Adams	23
22 January 1878	26th July 1911	Juliet	Constance Collier	Director:F R Benson	33
no birthday on article	16th April 1936	Juliet	Pamela Brown	Director:Randle Ayrton	unknown age
1 September 1981	14th October 2006	Juliet	Morven Christie	Director:Nancy Meckler	25
6 August 1923	7th June 1945	Juliet	Moira Lister	Director:Robert Atkins	21
3 March 1928	5th April 1947	Juliet	Daphne Slater	Director:Peter Brook	19
person not found on wiki	27th July 2013	Juliet	Loren O’Brien	Director:unknown	None
5 April 1946	6th March 1967	Juliet	Jane Asher	Director:Val May	20
person not found on wiki	2nd December 1971	Juliet	Louise Purnell	Director:Peter James	None
person not found on wiki	unknown opening	Juliet	Veronica Quilligan	Director:Bill Bryden	unknown age
12 January 1964	28th August 1991	Juliet	Clare Holman	Director:David Leveaux	27
no birthday on article	25th August 1913	Juliet	Dorothy Green	Director:F R Benson	unknown age
22 January 1878	30th April 1908	Juliet	Constance Collier	Director:F R Benson	30
20 October 1959	14th April 1987	Juliet	Niamh Cusack	Director:Michael Bogdanov	27
19 May 1967	unknown opening	Juliet	Geraldine Somerville	Director:Andrew Hay	unknown age
28 November 1948	1st June 1974	Juliet	Sammie Winmill	Director:Ian Mullins	25
person not found on wiki	20th April 1915	Juliet	Dorothie Pidcock	Director:F R Benson	None
28 March 1940	13th September 1967	Juliet	Estelle Kohler	Director:Karolos Koun	27
no birthday on article	15th August 1914	Juliet	Dorothy Green	Director:F R Benson	unknown age
8 April 1930	12th December 1958	Juliet	Dorothy Tutin	Director:Glen Byam Shaw	28
28 March 1969	5th July 2000	Juliet	Alexandra Gilbreath	Director:Michael Boyd	31
1963	25th February 1985	Juliet	Amanda Root	Director:John Caird	22
20 October 1959	21st February 1987	Juliet	Niamh Cusack	Director:Michael Bogdanov	27
13 February 1912	2nd May 1941	Juliet	Margaretta Scott	Director:B Iden Payne	29
no birthday on article	27th April 1912	Juliet	Dorothy Green	Director:F R Benson	unknown age
17 April 1951	unknown opening	Juliet	Olivia Hussey	Director:Franco Zeffirelli	unknown age
person not found on wiki	25th October 2008	Juliet	Anneika Rose	Director:Neil Bartlett	None
person not found on wiki	25th October 2008	Juliet	Anneika Rose	Director:Neil Bartlett	None
1949	9th October 1981	Juliet	Judy Buxton	Director:Ron Daniels	32
26 February 1976	unknown opening	Juliet	Michelle Hardwick	Director:unknown	unknown age
no birthday on article	8th October 2004	Juliet	Sian Brooke	Director:Peter Gill	unknown age
5 April 1946	6th March 1967	Juliet	Jane Asher	Director:Val May	20
person not found on wiki	9th March 1996	Juliet	Lucy Whybrow	Director:Adrian Noble	None
30 March 1943	5th June 1976	Juliet	Sarah Badel	Director:George Murcell	33
28 May 1910	20th June 1933	Juliet	Rachel Kempson	Director:W Bridges-Adams	23
16 May 1954	16th August 1979	Juliet	Janet Maw	Director:Christopher Selbie	25
7 March 1934	27th April 1954	Juliet	Zena Walker	Director:Glen Byam Shaw	20
12 January 1964	24th June 1992	Juliet	Clare Holman	Director:David Leveaux	28
22 December 1907	17th October 1935	Juliet	Peggy Ashcroft	Director:John Gielgud	27
14 May 1945	26th March 1977	Juliet	Francesca Annis	Director:Trevor Nunn	31
10 May 1906	25th April 1930	Juliet	Joyce Bland	Director:W Bridges-Adams	23
person not found on wiki	5th November 1997	Juliet	Zoe Waites	Director:Michael Attenborough	None
5 April 1946	6th March 1967	Juliet	Jane Asher	Director:Val May	20
26 February 1864	24th April 1897	Juliet	Constance Benson	Director:F R Benson	33
1963	10th October 1983	Juliet	Amanda Root	Director:John Caird	20
26 February 1864	17th April 1902	Juliet	Constance Benson	Director:F R Benson	38
person not found on wiki	13th April 1996	Juliet	Kirsten Parker	Director:Zoe Seaton	None
no birthday on article	9th May 1940	Juliet	Vivien Leigh	Director:Laurence Olivier	unknown age
20 October 1959	8th April 1986	Juliet	Niamh Cusack	Director:Michael Bogdanov	26
person not found on wiki	5th April 1995	Juliet	Lucy Whybrow	Director:Adrian Noble	None
no birthday on article	unknown opening	Juliet	Joanne Mitchell	Director:Simon Parry	unknown age
8 April 1930	8th April 1958	Juliet	Dorothy Tutin	Director:Glen Byam Shaw	28
1963	1st May 1984	Juliet	Amanda Root	Director:John Caird	21
1949	23rd February 1981	Juliet	Judy Buxton	Director:Ron Daniels	32
12 April 1969	unknown opening	Juliet	Emily Joyce	Director:Antony Tuckey	unknown age
14 May 1945	29th March 1976	Juliet	Francesca Annis	Director:Trevor Nunn	30
person not found on wiki	24th April 1882	Juliet	Virginia Bateman	Director:Edward Compton	None
10 May 1906	5th July 1929	Juliet	Joyce Bland	Director:W Bridges-Adams	23
26 February 1864	23rd April 1888	Juliet	Constance Benson	Director:F R Benson	24
person not found on wiki	21st April 1885	Juliet	Miss Alleyn	Director:Charles Bernard	None
person not found on wiki	23rd April 1996	Juliet	Lucy Whybrow	Director:Adrian Noble	None
8 April 1930	15th August 1961	Juliet	Dorothy Tutin	Director:Peter Hall	31
28 March 1940	28th March 1973	Juliet	Estelle Kohler	Director:Terry Hands	33
10 May 1906	10th July 1930	Juliet	Joyce Bland	Director:W Bridges-Adams	24
person not found on wiki	21st April 1884	Juliet	Miss Alleyn	Director:Charles Bernard	None
3 June 1908	14th September 1929	Juliet	Adele Dixon	Director:Harcourt Williams	21
person not found on wiki	26th April 1938	Juliet	Valerie Tudor	Director:B Iden Payne	None
12 January 1964	7th March 1992	Juliet	Clare Holman	Director:David Leveaux	28
September 13, 1948	10th July 1926	Juliet	Nell Carter	Director:W Bridges-Adams	-23
person not found on wiki	18th April 2009	Juliet	Lana Sugarman	Director:Marisa King	None
1949	23rd April 1980	Juliet	Judy Buxton	Director:Ron Daniels	31
14 May 1945	5th July 1977	Juliet	Francesca Annis	Director:Trevor Nunn	32
no birthday on article	unknown opening	Juliet	Elizabeth Chadwick	Director:Irina Brown	unknown age
26 February 1864	25th April 1893	Juliet	Constance Benson	Director:F R Benson	29
25 May 1939	21st June 2007	King Lear	Ian McKellen	Director:Trevor Nunn	68
16 July 1939	20th November 2004	King Lear	Corin Redgrave	Director:Bill Alexander	65
16 July 1939	14th October 2004	King Lear	Corin Redgrave	Director:Bill Alexander	65
no birthday on article	26th July 1990	King Lear	Brian Cox	Director:Deborah Warner	unknown age
25 May 1939	21st June 2007	King Lear	Ian McKellen	Director:Trevor Nunn	68
no birthday on article	unknown opening	King Lear	John Wood	Director:Nicholas Hytner	unknown age
19 October 1940	15th March 1983	King Lear	Michael Gambon	Director:Adrian Noble	42
1936	unknown opening	King Lear	Philip Voss	Director:John Retallack	unknown age
no birthday on article	1st May 1991	King Lear	John Wood	Director:Nicholas Hytner	unknown age
22 October 1938	3rd December 2010	King Lear	Derek Jacobi	Director:Michael Grandage	72
person not found on wiki	14th March 1970	King Lear	Roger Hume	Director:Caroline Smith	None
7 February 1946	29th November 2008	King Lear	Pete Postlethwaite	Director:Rupert Goold	62
person not found on wiki	28th October 1989	King Lear	Richard Haddon Haines	Director:Cicely Berry	None
21 January 1922	12th December 1962	King Lear	Paul Scofield	Director:Peter Brook	40
1 July 1899	18th August 1959	King Lear	Charles Laughton	Director:Glen Byam Shaw	60
19 October 1940	31st May 1983	King Lear	Michael Gambon	Director:Adrian Noble	42
12 August 1939	unknown opening	King Lear	Oliver Ford Davies	Director:Jonathan Kent	unknown age
14 July 1931	20th May 1993	King Lear	Robert Stephens	Director:Adrian Noble	61
person not found on wiki	18th November 2006	King Lear	Zho Ye Mang	Director:David K S Tse	None
27 May 1953	26th August 2010	King Lear	Greg Hicks	Director:David Farr	57
10 February 1932	unknown opening	King Lear	Barrie Ingham	Director:Sarah Parkin	unknown age
9 October 1923	2nd November 1976	King Lear	Donald Sinden	Director:Trevor Nunn	53
25 May 1939	21st June 2007	King Lear	Ian McKellen	Director:Trevor Nunn	68
8 April 1928	unknown opening	King Lear	Eric Porter	Director:Jonathan Miller	unknown age
October 1, 1896	30th April 1943	King Lear	Abraham Sofaer	Director:Peter Creswell	46
5 April 1929	11th October 1999	King Lear	Nigel Hawthorne	Director:Yukio Ninagawa	70
14 January 1934	unknown opening	King Lear	Richard Briers	Director:Kenneth Branagh	unknown age
25 May 1939	21st June 2007	King Lear	Ian McKellen	Director:Trevor Nunn	68
14 April 1904	18th July 1950	King Lear	John Gielgud	Director:Anthony Quayle	46
20 March 1908	14th July 1953	King Lear	Michael Redgrave	Director:George Devine	45
14 July 1931	31st May 1994	King Lear	Robert Stephens	Director:Adrian Noble	62
7 September 1913	unknown opening	King Lear	Anthony Quayle	Director:Don Taylor	unknown age
5 February 1948	unknown opening	King Lear	Tom Wilkinson	Director:Max Stafford Clark	unknown age
April 23, 1969	23rd April 1924	King Lear	Arthur Phillips	Director:W Bridges-Adams	-46
25 May 1939	21st June 2007	King Lear	Ian McKellen	Director:Trevor Nunn	68
9 October 1923	2nd May 1977	King Lear	Donald Sinden	Director:Trevor Nunn	53
19 October 1940	28th June 1982	King Lear	Michael Gambon	Director:Adrian Noble	41
person not found on wiki	1st December 1988	King Lear	Richard Haddon Haines	Director:Cicely Berry	None
no birthday on article	17th August 2008	King Lear	David Calder	Director:Dominic Dromgoole	unknown age
20 November 1936	unknown opening	King Lear	Bill Wallis	Director:Jan Sargent	unknown age
27 May 1953	26th August 2010	King Lear	Greg Hicks	Director:David Farr	57
25 May 1939	21st June 2007	King Lear	Ian McKellen	Director:Trevor Nunn	68
21 January 1922	9th May 1963	King Lear	Paul Scofield	Director:Peter Brook	41
9 August 1869	30th March 1937	King Lear	Randle Ayrton	Director:Theodore Komisarjevsky	67
person not found on wiki	24th April 1890	King Lear	Osmond Tearle	Director:Osmond Tearle	None
5 April 1929	3rd December 1999	King Lear	Nigel Hawthorne	Director:Yukio Ninagawa	70
21 January 1922	6th November 1962	King Lear	Paul Scofield	Director:Peter Brook	40
25 May 1939	21st June 2007	King Lear	Ian McKellen	Director:Trevor Nunn	68
14 January 1926	unknown opening	King Lear	Warren Mitchell	Director:Jude Kelly	unknown age
no birthday on article	unknown opening	King Lear	William Devlin	Director:Hugh Hunt	unknown age
8 April 1928	10th April 1968	King Lear	Eric Porter	Director:Trevor Nunn	40
5 August 1937	unknown opening	King Lear	Alan Howard	Director:Peter Hall	unknown age
25 May 1939	21st June 2007	King Lear	Ian McKellen	Director:Trevor Nunn	68
21 January 1922	6th June 1964	King Lear	Paul Scofield	Director:Peter Brook	42
27 March 1935	unknown opening	King Lear	Julian Glover	Director:Barry Kyle	unknown age
25 May 1939	21st June 2007	King Lear	Ian McKellen	Director:Trevor Nunn	68
14 July 1931	26th February 1994	King Lear	Robert Stephens	Director:Adrian Noble	62
no birthday on article	12th October 2002	King Lear	Nonso Anozie	Director:Declan Donnellan	unknown age
25 May 1939	21st June 2007	King Lear	Ian McKellen	Director:Trevor Nunn	68
5 April 1929	28th October 1999	King Lear	Nigel Hawthorne	Director:Yukio Ninagawa	70
10 June 1908	unknown opening	King Lear	Robert Eddison	Director:unknown	unknown age
8 April 1928	unknown opening	King Lear	Eric Porter	Director:John Moody	unknown age
22 October 1938	3rd December 2010	King Lear	Derek Jacobi	Director:Michael Grandage	72
14 April 1904	17th December 1955	King Lear	John Gielgud	Director:George Devine	51
April 23, 1969	16th July 1924	King Lear	Arthur Phillips	Director:W Bridges-Adams	-45
November 13, 1946	9th September 2006	Lady Macbeth	Eleanor Montgomery	Director:Gareth Machin	59
18 June 1951	24th November 1984	Lady Macbeth	Michelle Newell	Director:unknown	33
person not found on wiki	unknown opening	Lady Macbeth	Hilary Lyon	Director:Stephen Unwin	unknown age
18 February 1948	11th November 1986	Lady Macbeth	Sinead Cusack	Director:Adrian Noble	38
13 February 1912	14th April 1942	Lady Macbeth	Margaretta Scott	Director:B Iden Payne	30
person not found on wiki	unknown opening	Lady Macbeth	Jennifer Piercey	Director:Paul Webster	unknown age
3 April 1963	unknown opening	Lady Macbeth	Sarah Woodward	Director:Edward Kemp	unknown age
person not found on wiki	8th October 1994	Lady Macbeth	Alexandra Mathie	Director:Helena Kaut-Howson	None
11 March 1963	22nd June 2014	Lady Macbeth	Alex Kingston	Director:Kenneth Branagh	51
17 August 1968	unknown opening	Lady Macbeth	Helen McCrory	Director:Nicolas Kent	unknown age
15 October 1920	11th April 1944	Lady Macbeth	Patricia Jessel	Director:Robert Atkins	23
person not found on wiki	unknown opening	Lady Macbeth	Shelley Willetts	Director:Rob Swain	unknown age
12 May 1944	8th March 1983	Lady Macbeth	Sara Kestelman	Director:Howard Davies	38
18 January 1964	unknown opening	Lady Macbeth	Jane Horrocks	Director:Mark Rylance	unknown age
22 July 1929	16th August 1967	Lady Macbeth	Vivien Merchant	Director:Peter Hall	38
20 June 1968	unknown opening	Lady Macbeth	Samantha Spiro	Director:Eve Best	unknown age
2 October 1968	unknown opening	Lady Macbeth	Lucy Cohu	Director:Bill Alexander	unknown age
16 April 1984	27th April 2013	Lady Macbeth	Claire Foy	Director:Jamie Lloyd	29
person not found on wiki	unknown opening	Lady Macbeth	James Tudor	Director:unknown	unknown age
no birthday on article	26th November 1983	Lady Macbeth	Noreen Kershaw	Director:Chris Bond	unknown age
person not found on wiki	20th April 1925	Lady Macbeth	Florence Saunders	Director:W Bridges-Adams	None
15 October 1892	11th April 1938	Lady Macbeth	Phyllis Neilson-Terry	Director:B Iden Payne	45
25 January 1891	8th July 1942	Lady Macbeth	Gwen Ffrangcon-Davies	Director:John Gielgud	51
30 September 1947	unknown opening	Lady Macbeth	Rula Lenska	Director:unknown	unknown age
person not found on wiki	unknown opening	Lady Macbeth	Siobhan Stanley	Director:Philip Franks	unknown age
person not found on wiki	unknown opening	Lady Macbeth	James Tudor	Director:unknown	unknown age
12 May 1944	31st March 1982	Lady Macbeth	Sara Kestelman	Director:Howard Davies	37
28 April 1954	1st December 1982	Lady Macbeth	Mary Jo Randle	Director:unknown	28
10 February 1897	unknown opening	Lady Macbeth	Judith Anderson	Director:Michel St Denis	unknown age
person not found on wiki	15th October 1966	Lady Macbeth	Georgine Anderson	Director:Anthony Carrick	None
22 July 1929	4th January 1968	Lady Macbeth	Vivien Merchant	Director:Peter Hall	38
June 23, 1916	5th June 1962	Lady Macbeth	Irene Worth	Director:Donald McWhinnie	45
no birthday on article	26th April 1923	Lady Macbeth	Dorothy Green	Director:W Bridges-Adams	unknown age
12 May 1944	16th August 1983	Lady Macbeth	Sara Kestelman	Director:Howard Davies	39
person not found on wiki	unknown opening	Lady Macbeth	James Tudor	Director:unknown	unknown age
1940	11th April 1980	Lady Macbeth	Kika Markham	Director:Mark Cullingham	40
22 May 1949	25th June 1994	Lady Macbeth	Cheryl Campbell	Director:Adrian Noble	45
no birthday on article	23rd July 1921	Lady Macbeth	Dorothy Green	Director:W Bridges-Adams	unknown age
22 February 1950	25th October 1985	Lady Macbeth	Julie Walters	Director:The People Show	35
no birthday on article	21st June 1946	Lady Macbeth	Valerie Taylor	Director:Michael Macowan	unknown age
22 May 1949	22nd March 1994	Lady Macbeth	Cheryl Campbell	Director:Adrian Noble	44
20 January 1904	18th April 1933	Lady Macbeth	Fabia Drake	Director:Theodore Komisarjevsky	29
no birthday on article	21st July 2007	Lady Macbeth	Derbhle Crotty	Director:Conall Morrison	unknown age
11 March 1963	20th July 2013	Lady Macbeth	Alex Kingston	Director:Kenneth Branagh	50
26 February 1864	6th May 1908	Lady Macbeth	Constance Benson	Director:F R Benson	44
person not found on wiki	28th July 2007	Lady Macbeth	Eleanor Kent	Director:Claire Warden	None
9 December 1934	3rd June 1978	Lady Macbeth	Judi Dench	Director:Trevor Nunn	43
1963	4th May 1989	Lady Macbeth	Amanda Root	Director:Adrian Noble	26
22 July 1929	15th December 1967	Lady Macbeth	Vivien Merchant	Director:Peter Hall	38
person not found on wiki	24th February 2007	Lady Macbeth	Anna Zubrzycki	Director:Grzegorz Bral	None
26 February 1864	22nd April 1896	Lady Macbeth	Constance Benson	Director:F R Benson	32
person not found on wiki	16th October 2004	Lady Macbeth	Meg Fraser	Director:Ellie Jones	None
person not found on wiki	13th November 1976	Lady Macbeth	Lindsey Franklin	Director:John Blackmore	None
8 April 1930	27th May 1978	Lady Macbeth	Dorothy Tutin	Director:Peter Hall	48
25 March 1921	unknown opening	Lady Macbeth	Simone Signoret	Director:William Gaskill	unknown age
no birthday on article	28th April 1921	Lady Macbeth	Dorothy Green	Director:W Bridges-Adams	unknown age
no birthday on article	23rd July 1923	Lady Macbeth	Dorothy Green	Director:W Bridges-Adams	unknown age
16 January 1906	7th November 1949	Lady Macbeth	Diana Wynyard	Director:Anthony Quayle	43
person not found on wiki	23rd February 2013	Lady Macbeth	Johanne Murdock	Director:Caroline Devlin	None
no birthday on article	unknown opening	Lady Macbeth	Allison McKenzie	Director:unknown	unknown age
27 August 1955	31st August 1991	Lady Macbeth	Nichola McAuliffe	Director:William Gaunt	36
24 September 1950	25th June 2000	Lady Macbeth	Harriet Walter	Director:Gregory Doran	49
13 October 1882	4th August 1920	Lady Macbeth	Ethel Warwick	Director:W Bridges-Adams	37
10 March 1979	27th June 2010	Lady Macbeth	Laura Rogers	Director:Lucy Bailey	31
24 September 1950	16th November 1999	Lady Macbeth	Harriet Walter	Director:Gregory Doran	49
person not found on wiki	18th July 1925	Lady Macbeth	Florence Saunders	Director:W Bridges-Adams	None
30 January 1900	unknown opening	Lady Macbeth	Martita Hunt	Director:Harcourt Williams	unknown age
1985 and 1992	3rd September 1957	Lady Macbeth	Eileen Kennally	Director:Joan Littlewood	None
person not found on wiki	18th April 1929	Lady Macbeth	Dorothy Massingham	Director:W Bridges-Adams	None
1963	11th March 1989	Lady Macbeth	Amanda Root	Director:Adrian Noble	26
15 April 1960	unknown opening	Lady Macbeth	Sally Dexter	Director:John Crowley	unknown age
20 January 1904	19th July 1930	Lady Macbeth	Fabia Drake	Director:W Bridges-Adams	26
person not found on wiki	9th July 1961	Lady Macbeth	Tobi Weinberg	Director:David William	None
1 July 1903	unknown opening	Lady Macbeth	Beatrix Lehmann	Director:Douglas Seale	unknown age
20 September 1953	13th November 2004	Lady Macbeth	Sian Thomas	Director:Dominic Cooke	51
28 November 1965	1st April 1993	Lady Macbeth	Anastasia Hille	Director:Richard Eyre	27
14 December 1935	unknown opening	Lady Macbeth	Barbara Leigh Hunt	Director:John David	unknown age
9 December 1934	12th April 1977	Lady Macbeth	Judi Dench	Director:Trevor Nunn	42
24 April 1876	27th April 1911	Lady Macbeth	Hutin Britton	Director:unknown	35
26 February 1864	26th April 1906	Lady Macbeth	Constance Benson	Director:F R Benson	42
26 February 1864	10th May 1905	Lady Macbeth	Constance Benson	Director:F R Benson	41
9 December 1934	9th September 1976	Lady Macbeth	Judi Dench	Director:Trevor Nunn	41
person not found on wiki	1st July 1931	Lady Macbeth	Dorothy Massingham	Director:W Bridges-Adams	None
person not found on wiki	unknown opening	Lady Macbeth	Octavia Walters	Director:Andrew Manley	unknown age
26 July 1945	4th March 1975	Lady Macbeth	Helen Mirren	Director:Trevor Nunn	29
no birthday on article	7th June 1955	Lady Macbeth	Vivien Leigh	Director:Glen Byam Shaw	unknown age
3 December 1942	unknown opening	Lady Macbeth	Lynn Farleigh	Director:Michael Bogdanov	unknown age
9 December 1934	20th July 1977	Lady Macbeth	Judi Dench	Director:Trevor Nunn	42
20 September 1953	9th October 2004	Lady Macbeth	Sian Thomas	Director:Dominic Cooke	51
26 February 1864	28th July 1910	Lady Macbeth	Constance Benson	Director:F R Benson	46
26 February 1864	22nd April 1903	Lady Macbeth	Constance Benson	Director:F R Benson	39
20 January 1904	3rd July 1929	Lady Macbeth	Fabia Drake	Director:W Bridges-Adams	25
24 September 1950	unknown opening	Lady Macbeth	Harriet Walter	Director:Gregory Doran	unknown age
24 September 1950	1st January 2001	Lady Macbeth	Harriet Walter	Director:Gregory Doran	50
20 January 1904	5th May 1930	Lady Macbeth	Fabia Drake	Director:W Bridges-Adams	26
5 January 1890	3rd March 1928	Lady Macbeth	Mary Merrall	Director:H K Ayliff	38
no birthday on article	19th September 1987	Lady Macbeth	Leslee Udwin	Director:Declan Donnellan	unknown age
person not found on wiki	19th April 1883	Lady Macbeth	Mrs Charles Calvert	Director:Elliot Galer	None
16 January 1906	16th April 1949	Lady Macbeth	Diana Wynyard	Director:Anthony Quayle	43
person not found on wiki	31st July 1999	Lady Macbeth	Sara Green	Director:Eddie McKay	None
person not found on wiki	25th April 1900	Lady Macbeth	Miss Calhoun	Director:F R Benson	None
no birthday on article	13th July 1927	Lady Macbeth	Dorothy Green	Director:W Bridges-Adams	unknown age
1953	6th November 1996	Lady Macbeth	Brid Brennan	Director:Tim Albery	43
person not found on wiki	unknown opening	Lady Macbeth	Jenny Quayle	Director:Michael Bogdanov	unknown age
person not found on wiki	20th April 1931	Lady Macbeth	Dorothy Massingham	Director:W Bridges-Adams	None
no birthday on article	19th April 1927	Lady Macbeth	Dorothy Green	Director:W Bridges-Adams	unknown age
1963	4th May 1988	Lady Macbeth	Amanda Root	Director:Adrian Noble	25
26 February 1864	19th April 1899	Lady Macbeth	Constance Benson	Director:F R Benson	35
24 October 1882	24th December 1926	Lady Macbeth	Sybil Thorndike	Director:Lewis Casson	44
26 July 1945	29th October 1974	Lady Macbeth	Helen Mirren	Director:Trevor Nunn	29
18 February 1948	1st April 1987	Lady Macbeth	Sinead Cusack	Director:Adrian Noble	39
26 February 1922	10th June 1952	Lady Macbeth	Margaret Leighton	Director:John Gielgud	30
24 October 1882	12th August 1916	Lady Macbeth	Sybil Thorndike	Director:Ben Greet	33
9 December 1934	21st March 1977	Lady Macbeth	Judi Dench	Director:Trevor Nunn	42
16 February 1927	15th March 1958	Lady Macbeth	June Brown	Director:Bernard Hepton	31
1946	unknown opening	Lady Macbeth	Dearbhla Molloy	Director:Andy Hinds	unknown age
person not found on wiki	unknown opening	Lady Macbeth	Patricia Kerrigan	Director:George Costigan	unknown age
20 July 1938	7th November 1972	Lady Macbeth	Diana Rigg	Director:Michael Blakemore	34
22 May 1949	15th December 1993	Lady Macbeth	Cheryl Campbell	Director:Adrian Noble	44
1953	16th May 1996	Lady Macbeth	Brid Brennan	Director:Tim Albery	43
18 February 1948	28th February 1987	Lady Macbeth	Sinead Cusack	Director:Adrian Noble	39
no birthday on article	unknown opening	Lady Macbeth	Vivien Leigh	Director:Glen Byam Shaw	unknown age
no birthday on article	16th February 1991	Lear	John Wood	Director:Nicholas Hytner	unknown age
no birthday on article	26th November 1990	Lear	John Wood	Director:Nicholas Hytner	unknown age
