14 February 1952	9th October 1981	Romeo	Anton Lesser
2 June 1932	27th November 1956	Iago	Alan Dobie
no birthday on article	unknown opening	Lady Macbeth	Hilary Lyon
10 May 1906	23rd April 1930	Desdemona	Joyce Bland
25 March 2004	8th October 2004	Juliet	Sian Brooke
3 November 2009	6th March 1967	Romeo	Gawn Grainger
4 May 2015	9th October 1981	Juliet	Judy Buxton
no birthday on article	23rd April 1930	Othello	Wilfrid Walter
no birthday on article	18th September 1993	Ophelia	Hilary Lyon
1 June 1947	11th November 1986	Macbeth	Jonathan Pryce
25 September 1946	14th March 1980	Desdemona	Felicity Kendal
26 February 1976	unknown opening	Juliet	Michelle Hardwick
no birthday on article	9th March 1996	Juliet	Lucy Whybrow
21 February 1940	5th June 1976	Romeo	Peter McEnery
3 October 1893	14th April 1942	Macbeth	George Skillan
18 February 1948	11th November 1986	Lady Macbeth	Sinead Cusack
30 March 1943	5th June 1976	Juliet	Sarah Badel
July 18, 1964	27th November 1956	Desdemona	Wendy Williams
5 April 1946	6th March 1967	Juliet	Jane Asher
no birthday on article	16th March 1954	Iago	Raymond Westwell
1 October 1928	27th April 1954	Romeo	Laurence Harvey
no birthday on article	27th November 1956	Othello	Joseph O Conor
1492 to 1494	20th June 1933	Romeo	John Wyse
13 February 1912	14th April 1942	Lady Macbeth	Margaretta Scott
no birthday on article	18th April 1922	Iago	Baliol Holloway
no birthday on article	unknown opening	Macbeth	Anthony Boden
7 March 1934	27th April 1954	Juliet	Zena Walker
26 July 1930	16th March 1954	Desdemona	Barbara Jefford
no birthday on article	18th April 1922	Desdemona	Ethel Carrington
28 May 1910	20th June 1933	Juliet	Rachel Kempson
no birthday on article	unknown opening	Lady Macbeth	Jennifer Piercey
27 January 1965	18th September 1993	Hamlet	Alan Cumming
5 May 1906	19th July 1927	Ophelia	Lydia Sherwood
23 February 2017	16th August 1979	Romeo	Michael Thomas
March 5, 1882	18th April 1922	Othello	William Stack
16 May 1954	16th August 1979	Juliet	Janet Maw
22 May 1907	unknown opening	Othello	Laurence Olivier
7 September 1913	16th March 1954	Othello	Anthony Quayle
21 January 1922	14th March 1980	Othello	Paul Scofield
no birthday on article	unknown opening	Macbeth	Antony Byrne
19 June 1957	24th June 1992	Romeo	Michael Maloney
29 June 1928	10th October 1961	Iago	Ian Bannen
25 March 1897	19th July 1927	Hamlet	John Laurie
15 February 2010	8th October 1994	Macbeth	Timothy West
31 March 2017	21st April 1989	Iago	Paul Barber
12 January 1964	24th June 1992	Juliet	Clare Holman
3 April 1963	unknown opening	Lady Macbeth	Sarah Woodward
7 January 2018	21st April 1989	Desdemona	Emily Morgan
10 December 1960	22nd June 2014	Macbeth	Kenneth Branagh
no birthday on article	8th October 1994	Lady Macbeth	Alexandra Mathie
11 October 1965	unknown opening	Macbeth	Lennie James
no birthday on article	4th April 1927	Iago	Ion Swinley
8 April 1930	10th October 1961	Desdemona	Dorothy Tutin
25 May 1939	26th March 1977	Romeo	Ian McKellen
December 6, 1904	4th April 1927	Desdemona	Elissa Landi
22 December 1907	17th October 1935	Juliet	Peggy Ashcroft
1 December 1926	29th February 1976	Iago	Keith Michell
April 7, 1952	21st April 1989	Othello	Clarke Peters
15 January 2018	29th February 1976	Othello	Topol
10 January 1912	4th April 1927	Othello	Robert Loraine
11 March 1963	22nd June 2014	Lady Macbeth	Alex Kingston
17 August 1968	unknown opening	Lady Macbeth	Helen McCrory
27 June 1928	13th May 1926	Ophelia	Gwen Ffrangcon-Davies
26 February 1864	25th April 1896	Ophelia	Constance Benson
14 May 1945	26th March 1977	Juliet	Francesca Annis
1780 and 1782	7th August 1912	Iago	Henry Herbert
3 November 2009	6th March 1967	Romeo	Gawn Grainger
8 October 1896	13th May 1926	Hamlet	Colin Keith-Johnston
7 March 2017	7th August 1912	Desdemona	Dorothy Green
no birthday on article	25th April 1896	Hamlet	F R Benson
1 October 2017	25th April 1930	Romeo	George Hayes
no birthday on article	25th April 1912	Ophelia	Ethel McDowall
no birthday on article	7th August 1912	Othello	F R Benson
10 May 1906	25th April 1930	Juliet	Joyce Bland
1 October 2017	11th April 1944	Macbeth	George Hayes
no birthday on article	25th April 1912	Hamlet	F R Benson
26 May 1923	11th February 1978	Iago	Roy Dotrice
14 July 1931	unknown opening	Othello	Robert Stephens
October 15, 1920	11th April 1944	Lady Macbeth	Patricia Jessel
17 January 2018	10th October 1983	Romeo	Daniel Day-Lewis
no birthday on article	24th April 1897	Romeo	F R Benson
3 March 2010	5th November 1997	Romeo	Ray Fearon
5 April 1946	6th March 1967	Juliet	Jane Asher
22 January 1936	11th February 1978	Desdemona	Nyree Dawn Porter
26 February 1864	24th April 1897	Juliet	Constance Benson
no birthday on article	5th November 1997	Juliet	Zoe Waites
3 January 2016	17th June 1949	Iago	John Slater
21 October 2016	16th April 1926	Romeo	Sebastian Shaw
no birthday on article	15th April 1902	Iago	Frank Rodney
6 August 1926	unknown opening	Iago	Frank Finlay
26 February 1864	15th April 1902	Desdemona	Constance Benson
16 January 1906	17th June 1949	Desdemona	Diana Wynyard
1983 to 1991	10th October 1983	Juliet	Amanda Root
no birthday on article	15th April 1902	Othello	F R Benson
1894 to 1901	unknown opening	Macbeth	Edward York
1 December 1926	11th February 1978	Othello	Keith Michell
12 October 1884	17th June 1949	Othello	Godfrey Tearle
no birthday on article	unknown opening	Lady Macbeth	Shelley Willetts
no birthday on article	24th April 1911	Iago	Herbert Grimwood
no birthday on article	18th November 2017	Macbeth	Henry Proffit
23 June 1876	24th April 1911	Desdemona	Lily Brayton
14 April 1904	10th October 1961	Othello	John Gielgud
23 August 1945	8th March 1983	Macbeth	Bob Peck
25 May 1939	21st June 2007	King Lear	Ian McKellen
no birthday on article	17th April 1902	Romeo	F R Benson
26 January 1871	24th April 1911	Othello	Oscar Asche
17 June 2008	8th March 1983	Lady Macbeth	Sara Kestelman
26 February 1864	17th April 1902	Juliet	Constance Benson
21 January 1922	16th August 1967	Macbeth	Paul Scofield
18 January 1960	unknown opening	Macbeth	Mark Rylance
1714 to 1901	13th April 1996	Romeo	Tom Bevan
22 May 1907	9th May 1940	Romeo	Laurence Olivier
no birthday on article	13th April 1996	Juliet	Kirsten Parker
21 April 1979	27th April 2013	Macbeth	James McAvoy
27 April 1974	unknown opening	Macbeth	Joseph Millson
22 July 1929	16th August 1967	Lady Macbeth	Vivien Merchant
4 September 1947	unknown opening	Macbeth	Jeffery Kissoon
no birthday on article	28th April 1897	Iago	Frank Rodney
13 January 2018	8th April 1986	Romeo	Sean Bean
18 January 1964	unknown opening	Lady Macbeth	Jane Horrocks
20 June 1968	unknown opening	Lady Macbeth	Samantha Spiro
26 February 1864	28th April 1897	Desdemona	Constance Benson
16 April 1984	27th April 2013	Lady Macbeth	Claire Foy
no birthday on article	11th May 1905	Iago	Arthur Whitby
no birthday on article	28th April 1897	Othello	F R Benson
2 October 1968	unknown opening	Lady Macbeth	Lucy Cohu
26 February 1864	11th May 1905	Desdemona	Constance Benson
28 December 1934	unknown opening	Desdemona	Maggie Smith
March 13, 2011	5th April 1995	Romeo	Zubin Varla
20 October 1959	8th April 1986	Juliet	Niamh Cusack
no birthday on article	11th May 1905	Othello	F R Benson
no birthday on article	5th April 1995	Juliet	Lucy Whybrow
6 February 2017	unknown opening	Romeo	Matthew Lewis
3 January 2018	8th April 1958	Romeo	Richard Johnson
no birthday on article	unknown opening	Macbeth	Danny Edge
5 November 1913	9th May 1940	Juliet	Vivien Leigh
no birthday on article	unknown opening	Lady Macbeth	James Tudor
July 30, 1971	unknown opening	Juliet	Joanne Mitchell
no birthday on article	20th November 1954	Iago	David Dodimead
9 August 1869	20th April 1925	Macbeth	Randle Ayrton
24 May 1953	26th November 1983	Macbeth	Alfred Molina
8 April 1930	8th April 1958	Juliet	Dorothy Tutin
6 November 2017	11th April 1938	Macbeth	James Dale
no birthday on article	20th November 1954	Desdemona	Rosemary Webster
no birthday on article	20th April 1925	Lady Macbeth	Florence Saunders
October 16, 1950	26th November 1983	Lady Macbeth	Noreen Kershaw
30 August 1922	20th November 1954	Othello	Brewster Mason
1 September 1928	18th July 1972	Iago	Emrys James
26 November 1905	29th May 1956	Iago	Emlyn Williams
25 August 1943	18th July 1972	Desdemona	Lisa Harrow
14 February 1952	23rd February 1981	Romeo	Anton Lesser
24 May 2015	1st May 1984	Romeo	Simon Templeman
22 May 1907	unknown opening	Iago	Laurence Olivier
14 April 1904	8th July 1942	Macbeth	John Gielgud
4 May 2015	23rd February 1981	Juliet	Judy Buxton
30 August 1922	18th July 1972	Othello	Brewster Mason
1 December 1926	6th May 1978	Othello	Keith Michell
15 October 1892	11th April 1938	Lady Macbeth	Phyllis Neilson-Terry
27 June 1928	8th July 1942	Lady Macbeth	Gwen Ffrangcon-Davies
3 September 2016	unknown opening	Macbeth	Robert Beck
1983 to 1991	1st May 1984	Juliet	Amanda Root
17 May 1912	11th April 1939	Iago	Alec Clunes
25 May 1939	29th March 1976	Romeo	Ian McKellen
7 June 2015	6th May 2000	Iago	Richard McCabe
7 June 2015	6th January 2000	Iago	Richard McCabe
30 September 1947	unknown opening	Lady Macbeth	Rula Lenska
1 October 1974	unknown opening	Macbeth	Duncan Bell
23 August 1945	6th August 1979	Iago	Bob Peck
10 May 1906	11th April 1939	Desdemona	Joyce Bland
no birthday on article	6th May 2000	Desdemona	Zoe Waites
no birthday on article	6th January 2000	Desdemona	Zoe Waites
15 June 2017	unknown opening	Romeo	Joe Shaw
no birthday on article	unknown opening	Lady Macbeth	Siobhan Stanley
12 April 1969	unknown opening	Juliet	Emily Joyce
August 7, 1951	6th August 1979	Desdemona	Suzanne Bertish
3 March 2010	6th May 2000	Othello	Ray Fearon
3 March 2010	6th January 2000	Othello	Ray Fearon
14 May 1945	29th March 1976	Juliet	Francesca Annis
no birthday on article	23rd April 1888	Romeo	F R Benson
no birthday on article	21st April 1885	Romeo	Felix Pitt
1 October 2017	5th July 1929	Romeo	George Hayes
23 August 1945	31st March 1982	Macbeth	Bob Peck
25 March 1897	11th April 1939	Othello	John Laurie
26 February 1864	23rd April 1888	Juliet	Constance Benson
no birthday on article	21st April 1885	Juliet	Miss Alleyn
10 May 1906	5th July 1929	Juliet	Joyce Bland
no birthday on article	unknown opening	Macbeth	Danny Edge
no birthday on article	24th April 1882	Romeo	F W Wyndham
22 May 1907	unknown opening	Macbeth	Laurence Olivier
19 December 1902	unknown opening	Othello	Ralph Richardson
March 13, 2011	23rd April 1996	Romeo	Zubin Varla
17 June 2008	31st March 1982	Lady Macbeth	Sara Kestelman
no birthday on article	unknown opening	Lady Macbeth	James Tudor
no birthday on article	24th April 1882	Juliet	Virginia Bateman
5 June 2013	31st July 1916	Iago	Robert Atkins
no birthday on article	23rd April 1996	Juliet	Lucy Whybrow
22 May 1907	unknown opening	Othello	Laurence Olivier
22 October 2015	15th August 1961	Romeo	Brian Murray
9 October 1923	6th August 1979	Othello	Donald Sinden
1 September 1928	3rd March 1972	Iago	Emrys James
16 July 1939	20th November 2004	King Lear	Corin Redgrave
10 January 2018	1st December 1982	Macbeth	Christopher Martin
28 April 1954	1st December 1982	Lady Macbeth	Mary Jo Randle
23 August 1945	26th February 1980	Iago	Bob Peck
31 December 1828	31st July 1916	Desdemona	Mary Sumner
25 August 1943	3rd March 1972	Desdemona	Lisa Harrow
12 January 2018	14th March 1980	Iago	Michael Bryant
8 April 1930	15th August 1961	Juliet	Dorothy Tutin
10 February 1897	unknown opening	Lady Macbeth	Judith Anderson
28 March 1866	31st July 1916	Othello	Jerrold Robertshaw
7 June 2015	20th November 1999	Iago	Richard McCabe
3 October 1893	3rd April 1945	Othello	George Skillan
2 January 2018	28th March 1973	Romeo	Timothy Dalton
30 August 1922	3rd March 1972	Othello	Brewster Mason
August 7, 1951	26th February 1980	Desdemona	Suzanne Bertish
1 October 2017	10th July 1930	Romeo	George Hayes
no birthday on article	20th November 1999	Desdemona	Zoe Waites
28 March 1940	28th March 1973	Juliet	Estelle Kohler
no birthday on article	16th February 1991	Fool	Linda Kerr Scott
no birthday on article	15th October 1966	Macbeth	Leon Eagles
7 September 1913	30th July 1948	Iago	Anthony Quayle
10 May 1906	10th July 1930	Juliet	Joyce Bland
no birthday on article	15th October 1966	Lady Macbeth	Georgine Anderson
7 January 2018	16th February 1991	Lear	John Wood
3 March 2010	20th November 1999	Othello	Ray Fearon
no birthday on article	unknown opening	Iago	Oliver Hickey
no birthday on article	21st April 1884	Romeo	Felix Pitt
16 January 1906	30th July 1948	Desdemona	Diana Wynyard
no birthday on article	unknown opening	Othello	Damian Myerscough
no birthday on article	21st April 1884	Juliet	Miss Alleyn
16 March 1920	29th January 1953	Iago	Leo McKern
21 January 1922	4th January 1968	Macbeth	Paul Scofield
9 October 1923	26th February 1980	Othello	Donald Sinden
12 October 1884	30th July 1948	Othello	Godfrey Tearle
no birthday on article	21st April 1890	Iago	Edwin Lever
1909 to 1910	21st July 1924	Iago	Eric Maxon
14 June 1949	3rd April 2004	Iago	Antony Sher
12 November 2016	unknown opening	Macbeth	John Clements
no birthday on article	21st July 1924	Desdemona	Ethel Carrington
no birthday on article	21st April 1890	Desdemona	Grace Edwin
26 May 1923	6th May 1978	Iago	Roy Dotrice
14 April 1904	14th September 1929	Romeo	John Gielgud
26 July 1930	29th January 1953	Desdemona	Barbara Jefford
no birthday on article	21st July 1924	Othello	Baliol Holloway
no birthday on article	21st April 1890	Othello	Osmond Tearle
25 March 2008	3rd April 2004	Desdemona	Lisa Dillon
22 July 1929	4th January 1968	Lady Macbeth	Vivien Merchant
1 December 1926	unknown opening	Othello	Keith Michell
2 November 1936	14th September 1929	Juliet	Adele Dixon
12 March 1960	3rd April 2004	Othello	Sello Maake Ka-Ncube
21 October 2016	10th July 1926	Romeo	Sebastian Shaw
21 April 1918	26th April 1938	Romeo	Francis James
8 April 1928	5th June 1962	Macbeth	Eric Porter
November 1, 1950	18th November 2004	Macbeth	Robert Laughlin
7 September 1913	29th January 1953	Othello	Anthony Quayle
no birthday on article	26th April 1938	Juliet	Valerie Tudor
19 June 1957	7th March 1992	Romeo	Michael Maloney
26 May 1923	25th March 1978	Iago	Roy Dotrice
16 July 1939	14th October 2004	King Lear	Corin Redgrave
3 July 2017	26th July 1990	Fool	David Bradley
19 November 2017	26th July 1990	King Lear	Brian Cox
1 September 1928	9th September 1971	Iago	Emrys James
12 January 1964	7th March 1992	Juliet	Clare Holman
no birthday on article	27th July 1922	Iago	Baliol Holloway
no birthday on article	27th July 1922	Desdemona	Ethel Carrington
25 May 1939	21st June 2007	King Lear	Ian McKellen
September 13, 1948	10th July 1926	Juliet	Nell Carter
1 December 1926	25th March 1978	Othello	Keith Michell
23 August 1945	16th August 1983	Macbeth	Bob Peck
25 August 1943	9th September 1971	Desdemona	Lisa Harrow
June 23, 1916	5th June 1962	Lady Macbeth	Irene Worth
17 December 1944	25th October 1985	Macbeth	Bernard Hill
24 April 1901	26th April 1923	Macbeth	Frank Cellier
November 19, 1903	23rd September 2000	Ophelia	Nancy Carroll
1 March 1953	6th June 2010	Macbeth	Martin Gibbons
March 5, 1882	27th July 1922	Othello	William Stack
7 March 2017	26th April 1923	Lady Macbeth	Dorothy Green
17 June 2008	16th August 1983	Lady Macbeth	Sara Kestelman
30 August 1922	9th September 1971	Othello	Brewster Mason
21 February 1964	23rd September 2000	Hamlet	Adrian Schiller
no birthday on article	unknown opening	Macbeth	Danny Edge
7 January 2018	unknown opening	King Lear	John Wood
no birthday on article	18th April 2009	Romeo	Damien Gulde
no birthday on article	unknown opening	Lady Macbeth	James Tudor
28 September 1946	11th April 1980	Macbeth	Peter Egan
no birthday on article	18th April 2009	Juliet	Lana Sugarman
no birthday on article	unknown opening	Iago	Neil Caple
22 October 1938	25th June 1994	Macbeth	Derek Jacobi
7 April 2010	11th April 1980	Lady Macbeth	Kika Markham
no birthday on article	27th April 1905	Romeo	F R Benson
no birthday on article	unknown opening	Desdemona	Jackie Morrison
no birthday on article	unknown opening	Othello	Leo Wringer
19 December 1884	23rd July 1921	Macbeth	Edmund Willard
7 March 2017	23rd July 1921	Lady Macbeth	Dorothy Green
22 May 1949	25th June 1994	Lady Macbeth	Cheryl Campbell
1909 to 1910	22nd April 1924	Iago	Eric Maxon
12 January 1961	1st August 1997	Iago	Simon Russell Beale
26 May 1923	8th April 1978	Iago	Roy Dotrice
2 November 2016	unknown opening	Iago	Edward Fox
5 January 2018	21st June 1946	Macbeth	Robert Harris
10 December 1960	20th July 2013	Macbeth	Kenneth Branagh
no birthday on article	22nd April 1924	Desdemona	Ethel Carrington
22 February 1950	25th October 1985	Lady Macbeth	Julie Walters
25 March 2016	21st June 1946	Lady Macbeth	Valerie Taylor
22 October 1938	22nd March 1994	Macbeth	Derek Jacobi
8 June 1948	unknown opening	Desdemona	Lorna Heilbron
no birthday on article	22nd April 1924	Othello	Baliol Holloway
no birthday on article	21st July 2007	Macbeth	Patrick O’Kane
1 September 2010	1st August 1997	Desdemona	Claire Skinner
1 December 1926	8th April 1978	Othello	Keith Michell
22 October 2017	21st July 2007	Lady Macbeth	Derbhle Crotty
19 October 1940	15th March 1983	King Lear	Michael Gambon
20 January 1904	18th April 1933	Lady Macbeth	Fabia Drake
22 May 1949	22nd March 1994	Lady Macbeth	Cheryl Campbell
no birthday on article	6th May 1908	Macbeth	F R Benson
14 February 1952	23rd April 1980	Romeo	Anton Lesser
11 March 1963	20th July 2013	Lady Macbeth	Alex Kingston
no birthday on article	unknown opening	Macbeth	Arthur Kohn
26 February 1864	6th May 1908	Lady Macbeth	Constance Benson
4 May 2015	23rd April 1980	Juliet	Judy Buxton
no birthday on article	30th April 1907	Iago	E Lyall Swete
23 February 2017	unknown opening	King Lear	Philip Voss
no birthday on article	26th November 1990	Fool	Linda Kerr Scott
8 December 1965	1st August 1997	Othello	David Harewood
no birthday on article	28th July 2007	Lady Macbeth	Eleanor Kent
no birthday on article	1st May 1991	Fool	Linda Kerr Scott
7 January 2018	26th November 1990	Lear	John Wood
18 September 1869	30th April 1907	Desdemona	Evelyn Millard
21 March 1911	unknown opening	Fool	Stephen Haggard
7 January 2018	1st May 1991	King Lear	John Wood
1 October 1896	20th April 1943	Iago	Abraham Sofaer
3 November 1860	30th April 1907	Othello	Lewis Waller
22 February 1914	20th April 1943	Desdemona	Anna Konstam
no birthday on article	20th April 1943	Othello	Baliol Holloway
March 13, 2011	9th March 1996	Romeo	Zubin Varla
no birthday on article	unknown opening	Iago	Rupert Wickham
9 December 1934	3rd June 1978	Lady Macbeth	Judi Dench
no birthday on article	unknown opening	Desdemona	Debra Beaumont
17 August 1963	29th November 2008	Fool	Forbes Masson
21 January 1922	15th December 1967	Macbeth	Paul Scofield
23 October 1947	4th May 1989	Macbeth	Miles Anderson
12 January 1961	1st August 1997	Iago	Simon Russell Beale
25 May 1939	5th July 1977	Romeo	Ian McKellen
22 October 1938	3rd December 2010	King Lear	Derek Jacobi
1983 to 1991	4th May 1989	Lady Macbeth	Amanda Root
no birthday on article	14th March 1970	Fool	Christopher Dunham
22 July 1929	15th December 1967	Lady Macbeth	Vivien Merchant
2 April 1914	unknown opening	Macbeth	Alec Guinness
no birthday on article	24th February 2007	Macbeth	Gabriel Paul Gawin
no birthday on article	14th March 1970	King Lear	Roger Hume
1 September 2010	1st August 1997	Desdemona	Claire Skinner
7 February 1946	29th November 2008	King Lear	Pete Postlethwaite
no birthday on article	22nd April 1896	Macbeth	F R Benson
no birthday on article	24th February 2007	Lady Macbeth	Anna Zubrzycki
14 May 1945	5th July 1977	Juliet	Francesca Annis
16 November 2017	28th October 1989	Fool	Patrick Miller
26 February 1864	22nd April 1896	Lady Macbeth	Constance Benson
9 May 1936	27th May 1978	Macbeth	Albert Finney
19 October 2016	13th November 1976	Macbeth	David Calder
1 December 1926	20th September 1975	Iago	Keith Michell
16 April 1911	unknown opening	Othello	Guy Burgess
no birthday on article	28th October 1989	King Lear	Richard Haddon Haines
8 December 1965	1st August 1997	Othello	David Harewood
no birthday on article	13th November 1976	Lady Macbeth	Lindsey Franklin
9 August 1869	2nd July 1932	Lear	Randle Ayrton
no birthday on article	16th October 2004	Macbeth	John Killoran
26 May 1925	12th December 1962	Fool	Alec McCowen
9 April 1941	20th September 1975	Desdemona	Hannah Gordon
8 April 1930	27th May 1978	Lady Macbeth	Dorothy Tutin
16 March 1920	25th November 1952	Iago	Leo McKern
no birthday on article	16th October 2004	Lady Macbeth	Meg Fraser
15 January 2018	20th September 1975	Othello	Topol
19 December 1884	28th April 1921	Macbeth	Edmund Willard
no birthday on article	27th April 1900	Iago	Mr Thalberg
25 March 1921	unknown opening	Lady Macbeth	Simone Signoret
14 April 1904	unknown opening	Lear	John Gielgud
7 March 2017	28th April 1921	Lady Macbeth	Dorothy Green
26 July 1930	25th November 1952	Desdemona	Barbara Jefford
23 June 1876	27th April 1900	Desdemona	Lily Brayton
24 April 1901	23rd July 1923	Macbeth	Frank Cellier
26 May 1923	25th February 1978	Iago	Roy Dotrice
7 March 2017	23rd July 1923	Lady Macbeth	Dorothy Green
14 June 1949	25th June 2000	Macbeth	Antony Sher
24 January 1956	31st August 1991	Macbeth	Peter Woodward
March 2, 1829	27th April 1900	Othello	Hermann Vezin
7 September 1913	7th November 1949	Macbeth	Anthony Quayle
14 June 1949	31st May 1983	Fool	Antony Sher
no birthday on article	23rd February 2013	Macbeth	Tom Mcgovern
27 August 1955	31st August 1991	Lady Macbeth	Nichola McAuliffe
1 December 1926	25th February 1978	Othello	Keith Michell
16 January 1906	7th November 1949	Lady Macbeth	Diana Wynyard
7 June 2015	21st April 1999	Iago	Richard McCabe
no birthday on article	23rd February 2013	Lady Macbeth	Johanne Murdock
no birthday on article	unknown opening	Macbeth	Liam Brennan
24 September 1950	25th June 2000	Lady Macbeth	Harriet Walter
no birthday on article	21st April 1999	Desdemona	Zoe Waites
4 in 2012	unknown opening	Romeo	Simon Scardifield
10 June 2017	20th May 1993	Fool	Ian Hughes
21 January 1922	12th December 1962	King Lear	Paul Scofield
1 July 1899	18th August 1959	King Lear	Charles Laughton
24 November 2016	unknown opening	Lady Macbeth	Allison McKenzie
no birthday on article	4th August 1920	Macbeth	Murray Carrington
3 October 2016	unknown opening	Juliet	Elizabeth Chadwick
3 March 2010	21st April 1999	Othello	Ray Fearon
13 October 1882	4th August 1920	Lady Macbeth	Ethel Warwick
no birthday on article	25th April 1893	Romeo	G Hippisley
14 July 1931	20th May 1993	King Lear	Robert Stephens
26 February 1864	25th April 1893	Juliet	Constance Benson
9 July 1976	27th June 2010	Macbeth	Elliot Cowan
19 October 1940	31st May 1983	King Lear	Michael Gambon
12 August 1939	unknown opening	King Lear	Oliver Ford Davies
no birthday on article	18th November 2006	King Lear	Zho Ye Mang
10 March 1979	27th June 2010	Lady Macbeth	Laura Rogers
1997 to 2003	7th May 2016	Fool	Miltos Yerolemou
14 June 1949	16th November 1999	Macbeth	Antony Sher
9 August 1869	18th July 1925	Macbeth	Randle Ayrton
no birthday on article	3rd April 1945	Iago	Antony Eustrel
2 February 1931	3rd September 1957	Macbeth	Glynn Edwards
9 April 1957	26th August 2010	Fool	Kathryn Hunter
no birthday on article	18th July 1925	Lady Macbeth	Florence Saunders
14 April 1904	unknown opening	Macbeth	John Gielgud
no birthday on article	19th April 1902	Lear	F R Benson
23 May 1951	7th May 2016	Lear	Don Warrington
27 May 1953	26th August 2010	King Lear	Greg Hicks
6 August 1923	3rd April 1945	Desdemona	Moira Lister
24 September 1950	16th November 1999	Lady Macbeth	Harriet Walter
23 October 1947	11th March 1989	Macbeth	Miles Anderson
1 September 1985	3rd September 1957	Lady Macbeth	Eileen Kennally
no birthday on article	18th April 1929	Lady Macbeth	Dorothy Massingham
30 January 1900	unknown opening	Lady Macbeth	Martita Hunt
8 October 2017	2nd November 1976	Fool	Michael Williams
1983 to 1991	11th March 1989	Lady Macbeth	Amanda Root
14 July 1921	20th April 1936	Fool	Geoffrey Wilkinson
25 May 1939	12th April 1977	Macbeth	Ian McKellen
24 December 2014	unknown opening	Fool	Patrick Brennan
14 July 1921	3rd July 1931	Fool	Geoffrey Wilkinson
9 August 1869	20th April 1936	Lear	Randle Ayrton
29 October 1967	unknown opening	Macbeth	Rufus Sewell
September 12, 1960	11th October 1999	Fool	Hiroyuki Sanada
9 August 1869	3rd July 1931	Lear	Randle Ayrton
no birthday on article	19th July 1930	Macbeth	Wilfrid Walter
10 February 1932	unknown opening	King Lear	Barrie Ingham
15 April 1960	unknown opening	Lady Macbeth	Sally Dexter
25 May 1939	21st June 2007	King Lear	Ian McKellen
7 January 2018	unknown opening	Fool	Emma Thompson
27 June 1922	unknown opening	Fool	Peter Bayliss
9 October 1923	2nd November 1976	King Lear	Donald Sinden
20 January 1904	19th July 1930	Lady Macbeth	Fabia Drake
11 September 1923	18th July 1950	Fool	Alan Badel
2 June 1932	9th July 1961	Macbeth	Alan Dobie
8 April 1928	unknown opening	King Lear	Eric Porter
no birthday on article	9th July 1961	Lady Macbeth	Tobi Weinberg
14 January 1934	unknown opening	King Lear	Richard Briers
no birthday on article	30th April 1943	Fool	Geoffrey Wincott
5 April 1929	11th October 1999	King Lear	Nigel Hawthorne
1 October 1896	30th April 1943	King Lear	Abraham Sofaer
25 May 1939	9th September 1976	Macbeth	Ian McKellen
27 May 1953	13th November 2004	Macbeth	Greg Hicks
12 October 1953	17th December 1988	Macbeth	David Threlfall
20 September 1953	13th November 2004	Lady Macbeth	Sian Thomas
5 August 1937	1st April 1993	Macbeth	Alan Howard
3 October 1911	unknown opening	Macbeth	Michael Hordern
November 28, 1965	1st April 1993	Lady Macbeth	Anastasia Hille
1 July 1903	unknown opening	Lady Macbeth	Beatrix Lehmann
14 September 1936	4th March 1975	Macbeth	Nicol Williamson
23 May 1912	14th July 1953	Fool	Marius Goring
25 May 1939	21st June 2007	King Lear	Ian McKellen
14 December 1935	unknown opening	Lady Macbeth	Barbara Leigh Hunt
5 January 2018	unknown opening	Lear	Paul Rogers
9 December 1934	12th April 1977	Lady Macbeth	Judi Dench
10 June 2017	31st May 1994	Fool	Ian Hughes
20 April 1964	unknown opening	Fool	Andy Serkis
14 April 1904	18th July 1950	King Lear	John Gielgud
20 March 1908	14th July 1953	King Lear	Michael Redgrave
14 July 1931	31st May 1994	King Lear	Robert Stephens
25 May 1939	20th July 1977	Macbeth	Ian McKellen
May 15, 1879	27th April 1911	Macbeth	Matheson Lang
10 January 2018	3rd December 1986	Lear	Anthony Hopkins
22 May 1907	7th June 1955	Macbeth	Laurence Olivier
7 September 1913	unknown opening	King Lear	Anthony Quayle
24 April 1876	27th April 1911	Lady Macbeth	Hutin Britton
no birthday on article	26th April 1906	Macbeth	F R Benson
8 October 2017	2nd May 1977	Fool	Michael Williams
26 February 1864	26th April 1906	Lady Macbeth	Constance Benson
no birthday on article	10th May 1905	Macbeth	F R Benson
5 February 1948	unknown opening	King Lear	Tom Wilkinson
14 June 1949	28th June 1982	Fool	Antony Sher
9 December 1934	9th September 1976	Lady Macbeth	Judi Dench
26 February 1864	10th May 1905	Lady Macbeth	Constance Benson
27 January 2016	23rd April 1924	Fool	Mark Turner
9 August 1869	1st July 1931	Macbeth	Randle Ayrton
no birthday on article	1st July 1931	Lady Macbeth	Dorothy Massingham
April 23, 1969	23rd April 1924	King Lear	Arthur Phillips
9 October 1923	2nd May 1977	King Lear	Donald Sinden
no birthday on article	unknown opening	Macbeth	Peter O Toole
25 May 1939	21st June 2007	King Lear	Ian McKellen
5 November 1913	7th June 1955	Lady Macbeth	Vivien Leigh
16 March 1969	unknown opening	Macbeth	Jonathan Wrather
4 February 1945	unknown opening	Macbeth	Tony Haygarth
26 May 1925	9th May 1963	Fool	Alec McCowen
19 October 1940	28th June 1982	King Lear	Michael Gambon
